dup_id,dup_type,domain_a,file_a,location_a,domain_b,file_b,location_b,similarity_pct,detail,recommendation
D619,FUNCTION,general,L5_engines/retrieval_facade.py,get_retrieval_facade():505-518,integrations,L5_engines/retrieval_facade.py,get_retrieval_facade():507-520,100.0,"Function 'get_retrieval_facade' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D620,FUNCTION,general,L5_engines/retrieval_mediator.py,get_retrieval_mediator():431-444,integrations,L5_engines/retrieval_mediator.py,get_retrieval_mediator():432-445,100.0,"Function 'get_retrieval_mediator' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D621,FUNCTION,general,L5_engines/retrieval_mediator.py,configure_retrieval_mediator():447-471,integrations,L5_engines/retrieval_mediator.py,configure_retrieval_mediator():448-472,100.0,"Function 'configure_retrieval_mediator' (3 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D622,FUNCTION,incidents,L5_engines/hallucination_detector.py,create_detector_for_tenant():445-467,policies,L5_engines/hallucination_detector.py,create_detector_for_tenant():444-466,100.0,"Function 'create_detector_for_tenant' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D623,FUNCTION,integrations,L5_notifications/engines/channel_engine.py,get_notify_service():1032-1037,integrations,L5_engines/channel_engine.py,get_notify_service():1037-1042,100.0,"Function 'get_notify_service' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D624,FUNCTION,integrations,L5_notifications/engines/channel_engine.py,_reset_notify_service():1040-1043,integrations,L5_engines/channel_engine.py,_reset_notify_service():1045-1048,100.0,"Function '_reset_notify_service' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D625,FUNCTION,integrations,L5_notifications/engines/channel_engine.py,get_channel_config():1049-1064,integrations,L5_engines/channel_engine.py,get_channel_config():1054-1069,100.0,"Function 'get_channel_config' (2 params), 100.0% body match",EXTRACT_TO_GENERAL
D626,FUNCTION,integrations,L5_notifications/engines/channel_engine.py,send_notification():1067-1086,integrations,L5_engines/channel_engine.py,send_notification():1072-1091,100.0,"Function 'send_notification' (4 params), 100.0% body match",EXTRACT_TO_GENERAL
D627,FUNCTION,integrations,L5_notifications/engines/channel_engine.py,check_channel_health():1089-1102,integrations,L5_engines/channel_engine.py,check_channel_health():1094-1107,100.0,"Function 'check_channel_health' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D628,FUNCTION,logs,L5_support/CRM/engines/audit_engine.py,audit_result_to_record():803-835,logs,L5_engines/audit_engine.py,audit_result_to_record():803-835,100.0,"Function 'audit_result_to_record' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D629,FUNCTION,logs,L5_support/CRM/engines/audit_engine.py,create_audit_input_from_evidence():838-888,logs,L5_engines/audit_engine.py,create_audit_input_from_evidence():838-888,100.0,"Function 'create_audit_input_from_evidence' (8 params), 100.0% body match",EXTRACT_TO_GENERAL
D630,FUNCTION,logs,L6_drivers/job_execution.py,_hash_value():652-657,logs,L5_engines/audit_evidence.py,_hash_value():170-175,100.0,"Function '_hash_value' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D631,FUNCTION,logs,L5_engines/audit_reconciler.py,get_audit_reconciler():309-322,logs,L5_engines/reconciler.py,get_audit_reconciler():308-321,100.0,"Function 'get_audit_reconciler' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D632,FUNCTION,logs,L5_engines/completeness_checker.py,check_evidence_completeness():471-493,logs,L5_engines/export_completeness_checker.py,check_evidence_completeness():471-493,100.0,"Function 'check_evidence_completeness' (4 params), 100.0% body match",EXTRACT_TO_GENERAL
D633,FUNCTION,logs,L5_engines/completeness_checker.py,ensure_evidence_completeness():496-518,logs,L5_engines/export_completeness_checker.py,ensure_evidence_completeness():496-518,100.0,"Function 'ensure_evidence_completeness' (4 params), 100.0% body match",EXTRACT_TO_GENERAL
D634,FUNCTION,logs,L5_engines/mapper.py,get_control_mappings_for_incident():258-277,policies,L5_engines/mapper.py,get_control_mappings_for_incident():258-277,100.0,"Function 'get_control_mappings_for_incident' (2 params), 100.0% body match",EXTRACT_TO_GENERAL
D635,CLASS,account,L5_support/CRM/engines/validator_engine.py,class IssueType:86-97,policies,L5_engines/validator_engine.py,class IssueType:90-101,100.0,"Class 'IssueType' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D636,CLASS,account,L5_support/CRM/engines/validator_engine.py,class Severity:105-115,policies,L5_engines/validator_engine.py,class Severity:109-119,100.0,"Class 'Severity' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D637,CLASS,account,L5_support/CRM/engines/validator_engine.py,class RecommendedAction:123-133,policies,L5_engines/validator_engine.py,class RecommendedAction:127-137,100.0,"Class 'RecommendedAction' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D638,CLASS,account,L5_support/CRM/engines/validator_engine.py,class IssueSource:141-148,policies,L5_engines/validator_engine.py,class IssueSource:145-152,100.0,"Class 'IssueSource' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D639,CLASS,account,L5_support/CRM/engines/validator_engine.py,class ValidatorInput:157-170,policies,L5_engines/validator_engine.py,class ValidatorInput:161-174,100.0,"Class 'ValidatorInput' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D640,CLASS,account,L5_support/CRM/engines/validator_engine.py,class ValidatorVerdict:179-196,policies,L5_engines/validator_engine.py,class ValidatorVerdict:183-200,100.0,"Class 'ValidatorVerdict' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D641,CLASS,account,L5_support/CRM/engines/validator_engine.py,class ValidatorErrorType:204-210,policies,L5_engines/validator_engine.py,class ValidatorErrorType:208-214,100.0,"Class 'ValidatorErrorType' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D642,CLASS,account,L5_support/CRM/engines/validator_engine.py,class ValidatorError:214-223,policies,L5_engines/validator_engine.py,class ValidatorError:218-227,100.0,"Class 'ValidatorError' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D643,CLASS,account,L5_support/CRM/engines/validator_engine.py,class ValidatorService:329-735,policies,L5_engines/validator_engine.py,class ValidatorService:333-739,100.0,"Class 'ValidatorService' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D644,CLASS,account,L5_engines/email_verification.py,class VerificationResult:60-66,api_keys,L5_engines/email_verification.py,class VerificationResult:56-62,100.0,"Class 'VerificationResult' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D645,CLASS,account,L5_engines/email_verification.py,class EmailVerificationError:69-75,api_keys,L5_engines/email_verification.py,class EmailVerificationError:65-71,100.0,"Class 'EmailVerificationError' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D646,CLASS,account,L5_engines/email_verification.py,class EmailVerificationService:78-290,api_keys,L5_engines/email_verification.py,class EmailVerificationService:74-286,100.0,"Class 'EmailVerificationService' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D647,CLASS,account,L5_engines/notifications_facade.py,class NotificationChannel:67-73,integrations,L5_engines/notifications_facade.py,class NotificationChannel:63-69,100.0,"Class 'NotificationChannel' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D648,CLASS,account,L5_engines/notifications_facade.py,class NotificationPriority:76-81,integrations,L3_adapters/notifications_base.py,class NotificationPriority:29-34,83.3,"Class 'NotificationPriority' with same methods, 83.3% body match",REVIEW_MERGE
D649,CLASS,account,L5_engines/notifications_facade.py,class NotificationPriority:76-81,integrations,L5_engines/notifications_facade.py,class NotificationPriority:72-77,100.0,"Class 'NotificationPriority' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D650,CLASS,integrations,L3_adapters/notifications_base.py,class NotificationPriority:29-34,integrations,L5_engines/notifications_facade.py,class NotificationPriority:72-77,83.3,"Class 'NotificationPriority' with same methods, 83.3% body match",REVIEW_MERGE
D651,CLASS,account,L5_engines/notifications_facade.py,class NotificationStatus:84-90,integrations,L3_adapters/notifications_base.py,class NotificationStatus:37-43,71.4,"Class 'NotificationStatus' with same methods, 71.4% body match",REVIEW_MERGE
D652,CLASS,account,L5_engines/notifications_facade.py,class NotificationStatus:84-90,integrations,L5_engines/notifications_facade.py,class NotificationStatus:80-86,100.0,"Class 'NotificationStatus' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D653,CLASS,integrations,L3_adapters/notifications_base.py,class NotificationStatus:37-43,integrations,L5_engines/notifications_facade.py,class NotificationStatus:80-86,71.4,"Class 'NotificationStatus' with same methods, 71.4% body match",REVIEW_MERGE
D654,CLASS,account,L5_engines/notifications_facade.py,class NotificationInfo:94-124,integrations,L5_engines/notifications_facade.py,class NotificationInfo:90-120,100.0,"Class 'NotificationInfo' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D655,CLASS,account,L5_engines/notifications_facade.py,class ChannelInfo:128-144,integrations,L5_engines/notifications_facade.py,class ChannelInfo:124-140,100.0,"Class 'ChannelInfo' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D656,CLASS,account,L5_engines/notifications_facade.py,class NotificationPreferences:148-162,integrations,L5_engines/notifications_facade.py,class NotificationPreferences:144-158,100.0,"Class 'NotificationPreferences' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D657,CLASS,account,L5_engines/notifications_facade.py,class NotificationsFacade:165-457,integrations,L5_engines/notifications_facade.py,class NotificationsFacade:161-453,100.0,"Class 'NotificationsFacade' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D658,CLASS,account,L5_engines/profile.py,class GovernanceProfile:68-106,policies,L5_engines/profile.py,class GovernanceProfile:68-106,100.0,"Class 'GovernanceProfile' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D659,CLASS,account,L5_engines/profile.py,class GovernanceConfig:110-149,policies,L5_engines/profile.py,class GovernanceConfig:110-149,100.0,"Class 'GovernanceConfig' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D660,CLASS,account,L5_engines/profile.py,class GovernanceConfigError:233-238,policies,L5_engines/profile.py,class GovernanceConfigError:233-238,100.0,"Class 'GovernanceConfigError' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D661,CLASS,general,L5_engines/lifecycle_facade.py,class RunState:80-87,general,L5_engines/lifecycle/lifecycle_facade.py,class RunState:75-82,100.0,"Class 'RunState' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D662,CLASS,activity,L5_engines/run_governance_facade.py,class RunGovernanceFacade:76-315,general,L4_runtime/facades/run_governance_facade.py,class RunGovernanceFacade:73-312,100.0,"Class 'RunGovernanceFacade' with same methods, 100.0% body match",DELETE_FROM_ACTIVITY
D663,CLASS,activity,L5_engines/run_governance_facade.py,class RunGovernanceFacade:76-315,policies,L5_engines/run_governance_facade.py,class RunGovernanceFacade:68-307,100.0,"Class 'RunGovernanceFacade' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D664,CLASS,general,L4_runtime/facades/run_governance_facade.py,class RunGovernanceFacade:73-312,policies,L5_engines/run_governance_facade.py,class RunGovernanceFacade:68-307,100.0,"Class 'RunGovernanceFacade' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D665,CLASS,activity,L5_engines/threshold_engine.py,class ThresholdParams:85-129,controls,L6_drivers/llm_threshold_driver.py,class ThresholdParams:97-141,100.0,"Class 'ThresholdParams' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D666,CLASS,activity,L5_engines/threshold_engine.py,class ThresholdParamsUpdate:132-145,controls,L6_drivers/llm_threshold_driver.py,class ThresholdParamsUpdate:144-157,100.0,"Class 'ThresholdParamsUpdate' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D667,CLASS,activity,L5_engines/threshold_engine.py,class ThresholdSignal:153-162,controls,L6_drivers/llm_threshold_driver.py,class ThresholdSignal:165-174,100.0,"Class 'ThresholdSignal' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D668,CLASS,activity,L5_engines/threshold_engine.py,class ThresholdEvaluationResult:166-172,controls,L6_drivers/llm_threshold_driver.py,class ThresholdEvaluationResult:178-184,100.0,"Class 'ThresholdEvaluationResult' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D669,CLASS,activity,L5_engines/threshold_engine.py,class LLMRunThresholdResolver:205-297,controls,L6_drivers/llm_threshold_driver.py,class LLMRunThresholdResolver:192-283,84.3,"Class 'LLMRunThresholdResolver' with same methods, 84.3% body match",REVIEW_MERGE
D670,CLASS,activity,L5_engines/threshold_engine.py,class LLMRunEvaluator:305-457,controls,L6_drivers/llm_threshold_driver.py,class LLMRunEvaluator:291-441,98.7,"Class 'LLMRunEvaluator' with same methods, 98.7% body match",EXTRACT_TO_GENERAL
D671,CLASS,activity,L5_engines/threshold_engine.py,class LLMRunEvaluatorSync:541-612,controls,L6_drivers/llm_threshold_driver.py,class LLMRunEvaluatorSync:535-604,98.6,"Class 'LLMRunEvaluatorSync' with same methods, 98.6% body match",EXTRACT_TO_GENERAL
D672,CLASS,activity,L5_engines/threshold_engine.py,class ThresholdSignalRecord:621-635,controls,L6_drivers/llm_threshold_driver.py,class ThresholdSignalRecord:613-627,100.0,"Class 'ThresholdSignalRecord' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D673,CLASS,controls,L6_drivers/circuit_breaker.py,class CircuitBreakerState:96-119,controls,L6_drivers/circuit_breaker_async.py,class CircuitBreakerState:91-114,95.8,"Class 'CircuitBreakerState' with same methods, 95.8% body match",EXTRACT_TO_GENERAL
D674,CLASS,controls,L6_drivers/circuit_breaker.py,class Incident:123-156,controls,L6_drivers/circuit_breaker_async.py,class Incident:118-151,100.0,"Class 'Incident' with same methods, 100.0% body match",EXTRACT_TO_GENERAL
D675,CLASS,controls,L5_engines/alerts_facade.py,class AlertSeverity:64-69,general,L5_engines/alerts_facade.py,class AlertSeverity:67-72,100.0,"Class 'AlertSeverity' with same methods, 100.0% body match",DELETE_FROM_CONTROLS
D676,CLASS,controls,L5_engines/alerts_facade.py,class AlertStatus:72-76,general,L5_engines/alerts_facade.py,class AlertStatus:75-79,100.0,"Class 'AlertStatus' with same methods, 100.0% body match",DELETE_FROM_CONTROLS
D677,CLASS,controls,L5_engines/alerts_facade.py,class AlertRule:80-108,general,L5_engines/alerts_facade.py,class AlertRule:83-111,100.0,"Class 'AlertRule' with same methods, 100.0% body match",DELETE_FROM_CONTROLS
D678,CLASS,controls,L5_engines/alerts_facade.py,class AlertEvent:112-144,general,L5_engines/alerts_facade.py,class AlertEvent:115-147,100.0,"Class 'AlertEvent' with same methods, 100.0% body match",DELETE_FROM_CONTROLS
D679,CLASS,controls,L5_engines/alerts_facade.py,class AlertRoute:148-170,general,L5_engines/alerts_facade.py,class AlertRoute:151-173,100.0,"Class 'AlertRoute' with same methods, 100.0% body match",DELETE_FROM_CONTROLS
D680,CLASS,controls,L5_engines/alerts_facade.py,class AlertsFacade:173-653,general,L5_engines/alerts_facade.py,class AlertsFacade:176-656,100.0,"Class 'AlertsFacade' with same methods, 100.0% body match",DELETE_FROM_CONTROLS
D681,CLASS,general,L5_controls/drivers/runtime_switch.py,class GovernanceState:62-68,general,L5_engines/runtime_switch.py,class GovernanceState:58-64,100.0,"Class 'GovernanceState' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D682,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class DegradedModeCheckResult:45-51,general,L5_engines/degraded_mode_checker.py,class DegradedModeCheckResult:52-58,100.0,"Class 'DegradedModeCheckResult' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D683,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class DegradedModeState:54-59,general,L5_engines/degraded_mode_checker.py,class DegradedModeState:61-66,100.0,"Class 'DegradedModeState' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D684,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class GovernanceDegradedModeError:70-101,general,L5_engines/degraded_mode_checker.py,class GovernanceDegradedModeError:77-108,100.0,"Class 'GovernanceDegradedModeError' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D685,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class DegradedModeStatus:105-126,general,L5_engines/degraded_mode_checker.py,class DegradedModeStatus:112-133,100.0,"Class 'DegradedModeStatus' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D686,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class DegradedModeCheckResponse:130-157,general,L5_engines/degraded_mode_checker.py,class DegradedModeCheckResponse:137-164,100.0,"Class 'DegradedModeCheckResponse' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D687,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class DegradedModeIncident:161-171,general,L5_engines/degraded_mode_checker.py,class DegradedModeIncident:168-178,100.0,"Class 'DegradedModeIncident' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D688,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class DegradedModeIncidentCreator:174-301,general,L5_engines/degraded_mode_checker.py,class DegradedModeIncidentCreator:181-308,100.0,"Class 'DegradedModeIncidentCreator' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D689,CLASS,general,L5_controls/engines/degraded_mode_checker.py,class GovernanceDegradedModeChecker:309-602,general,L5_engines/degraded_mode_checker.py,class GovernanceDegradedModeChecker:316-609,100.0,"Class 'GovernanceDegradedModeChecker' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D690,CLASS,general,L5_workflow/contracts/engines/contract_engine.py,class ContractState:114-148,general,L5_engines/contract_engine.py,class ContractState:113-147,100.0,"Class 'ContractState' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D691,CLASS,general,L5_workflow/contracts/engines/contract_engine.py,class ContractStateMachine:151-304,general,L5_engines/contract_engine.py,class ContractStateMachine:150-303,100.0,"Class 'ContractStateMachine' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D692,CLASS,general,L5_workflow/contracts/engines/contract_engine.py,class ContractService:312-718,general,L5_engines/contract_engine.py,class ContractService:311-717,100.0,"Class 'ContractService' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D693,CLASS,general,L5_ui/engines/rollout_projection.py,class RolloutStage:89-100,policies,L5_engines/rollout_projection.py,class RolloutStage:81-92,100.0,"Class 'RolloutStage' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D694,CLASS,general,L5_ui/engines/rollout_projection.py,class BlastRadius:119-131,policies,L5_engines/rollout_projection.py,class BlastRadius:111-123,100.0,"Class 'BlastRadius' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D695,CLASS,general,L5_ui/engines/rollout_projection.py,class StabilizationWindow:135-146,policies,L5_engines/rollout_projection.py,class StabilizationWindow:127-138,100.0,"Class 'StabilizationWindow' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D696,CLASS,general,L5_ui/engines/rollout_projection.py,class ContractSummary:150-159,policies,L5_engines/rollout_projection.py,class ContractSummary:142-151,100.0,"Class 'ContractSummary' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D697,CLASS,general,L5_ui/engines/rollout_projection.py,class ExecutionSummary:163-171,policies,L5_engines/rollout_projection.py,class ExecutionSummary:155-163,100.0,"Class 'ExecutionSummary' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D698,CLASS,general,L5_ui/engines/rollout_projection.py,class AuditSummary:175-182,policies,L5_engines/rollout_projection.py,class AuditSummary:167-174,100.0,"Class 'AuditSummary' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D699,CLASS,general,L5_ui/engines/rollout_projection.py,class RolloutPlan:186-192,policies,L5_engines/rollout_projection.py,class RolloutPlan:178-184,100.0,"Class 'RolloutPlan' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D700,CLASS,general,L5_ui/engines/rollout_projection.py,class FounderRolloutView:196-212,policies,L5_engines/rollout_projection.py,class FounderRolloutView:188-204,100.0,"Class 'FounderRolloutView' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D701,CLASS,general,L5_ui/engines/rollout_projection.py,class GovernanceCompletionReport:216-234,policies,L5_engines/rollout_projection.py,class GovernanceCompletionReport:208-226,100.0,"Class 'GovernanceCompletionReport' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D702,CLASS,general,L5_ui/engines/rollout_projection.py,class CustomerRolloutView:238-252,policies,L5_engines/rollout_projection.py,class CustomerRolloutView:230-244,100.0,"Class 'CustomerRolloutView' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D703,CLASS,general,L5_ui/engines/rollout_projection.py,class RolloutProjectionService:260-649,policies,L5_engines/rollout_projection.py,class RolloutProjectionService:252-641,100.0,"Class 'RolloutProjectionService' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D704,CLASS,general,L4_runtime/engines/constraint_checker.py,class InspectionOperation:47-53,general,L5_engines/constraint_checker.py,class InspectionOperation:46-52,100.0,"Class 'InspectionOperation' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D705,CLASS,general,L4_runtime/engines/constraint_checker.py,class InspectionConstraintViolation:66-86,general,L5_engines/constraint_checker.py,class InspectionConstraintViolation:65-85,100.0,"Class 'InspectionConstraintViolation' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D706,CLASS,general,L4_runtime/engines/constraint_checker.py,class InspectionConstraintChecker:89-251,general,L5_engines/constraint_checker.py,class InspectionConstraintChecker:88-250,100.0,"Class 'InspectionConstraintChecker' with same methods, 100.0% body match",DELETE_FROM_GENERAL
D707,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class HealthLookup:93-98,policies,L5_engines/governance_orchestrator.py,class HealthLookup:93-98,100.0,"Class 'HealthLookup' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D708,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class JobState:107-130,policies,L5_engines/governance_orchestrator.py,class JobState:107-130,100.0,"Class 'JobState' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D709,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class JobStateMachine:138-250,policies,L5_engines/governance_orchestrator.py,class JobStateMachine:138-250,100.0,"Class 'JobStateMachine' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D710,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class ExecutionOrchestrator:258-332,policies,L5_engines/governance_orchestrator.py,class ExecutionOrchestrator:258-332,100.0,"Class 'ExecutionOrchestrator' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D711,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class JobStateTracker:340-420,policies,L5_engines/governance_orchestrator.py,class JobStateTracker:340-420,100.0,"Class 'JobStateTracker' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D712,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class AuditEvidence:429-444,policies,L5_engines/governance_orchestrator.py,class AuditEvidence:429-444,100.0,"Class 'AuditEvidence' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D713,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class AuditTrigger:447-493,policies,L5_engines/governance_orchestrator.py,class AuditTrigger:447-493,100.0,"Class 'AuditTrigger' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D714,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class ContractActivationError:501-507,policies,L5_engines/governance_orchestrator.py,class ContractActivationError:501-507,100.0,"Class 'ContractActivationError' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D715,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class ContractActivationService:510-621,policies,L5_engines/governance_orchestrator.py,class ContractActivationService:510-621,100.0,"Class 'ContractActivationService' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D716,CLASS,general,L4_runtime/engines/governance_orchestrator.py,class GovernanceOrchestrator:629-807,policies,L5_engines/governance_orchestrator.py,class GovernanceOrchestrator:629-807,100.0,"Class 'GovernanceOrchestrator' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D717,CLASS,general,L4_runtime/engines/phase_status_invariants.py,class InvariantCheckResult:47-53,policies,L5_engines/phase_status_invariants.py,class InvariantCheckResult:46-52,100.0,"Class 'InvariantCheckResult' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D718,CLASS,general,L4_runtime/engines/phase_status_invariants.py,class PhaseStatusInvariantEnforcementError:68-99,policies,L5_engines/phase_status_invariants.py,class PhaseStatusInvariantEnforcementError:67-98,100.0,"Class 'PhaseStatusInvariantEnforcementError' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D719,CLASS,general,L4_runtime/engines/phase_status_invariants.py,class InvariantCheckResponse:103-124,policies,L5_engines/phase_status_invariants.py,class InvariantCheckResponse:102-123,100.0,"Class 'InvariantCheckResponse' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D720,CLASS,general,L4_runtime/engines/phase_status_invariants.py,class PhaseStatusInvariantChecker:127-321,policies,L5_engines/phase_status_invariants.py,class PhaseStatusInvariantChecker:126-320,100.0,"Class 'PhaseStatusInvariantChecker' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D721,CLASS,general,L4_runtime/engines/plan_generation_engine.py,class PlanGenerationContext:62-68,policies,L5_engines/plan_generation_engine.py,class PlanGenerationContext:55-61,100.0,"Class 'PlanGenerationContext' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D722,CLASS,general,L4_runtime/engines/plan_generation_engine.py,class PlanGenerationResult:72-81,policies,L5_engines/plan_generation_engine.py,class PlanGenerationResult:65-74,100.0,"Class 'PlanGenerationResult' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D723,CLASS,general,L4_runtime/engines/plan_generation_engine.py,class PlanGenerationEngine:89-210,policies,L5_engines/plan_generation_engine.py,class PlanGenerationEngine:82-203,100.0,"Class 'PlanGenerationEngine' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D724,CLASS,general,L5_support/CRM/engines/job_executor.py,class HealthObserver:79-96,policies,L5_engines/job_executor.py,class HealthObserver:86-103,100.0,"Class 'HealthObserver' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D725,CLASS,general,L5_support/CRM/engines/job_executor.py,class StepHandler:99-122,policies,L5_engines/job_executor.py,class StepHandler:106-129,100.0,"Class 'StepHandler' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D726,CLASS,general,L5_support/CRM/engines/job_executor.py,class StepOutput:131-141,policies,L5_engines/job_executor.py,class StepOutput:138-148,100.0,"Class 'StepOutput' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D727,CLASS,general,L5_support/CRM/engines/job_executor.py,class ExecutionContext:145-159,policies,L5_engines/job_executor.py,class ExecutionContext:152-166,100.0,"Class 'ExecutionContext' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D728,CLASS,general,L5_support/CRM/engines/job_executor.py,class ExecutionResult:163-180,policies,L5_engines/job_executor.py,class ExecutionResult:170-187,100.0,"Class 'ExecutionResult' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D729,CLASS,general,L5_support/CRM/engines/job_executor.py,class JobExecutor:188-406,policies,L5_engines/job_executor.py,class JobExecutor:195-413,100.0,"Class 'JobExecutor' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D730,CLASS,general,L5_support/CRM/engines/job_executor.py,class NoOpHandler:414-431,policies,L5_engines/job_executor.py,class NoOpHandler:421-438,100.0,"Class 'NoOpHandler' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D731,CLASS,general,L5_support/CRM/engines/job_executor.py,class FailingHandler:434-450,policies,L5_engines/job_executor.py,class FailingHandler:441-457,100.0,"Class 'FailingHandler' with same methods, 100.0% body match",DELETE_FROM_POLICIES
D732,CLASS,general,L5_schemas/rac_models.py,class AuditStatus:43-49,logs,L5_schemas/audit_models.py,class AuditStatus:35-41,100.0,"Class 'AuditStatus' with same methods, 100.0% body match",DELETE_FROM_LOGS
D733,CLASS,general,L5_schemas/rac_models.py,class AuditStatus:43-49,logs,L5_schemas/models.py,class AuditStatus:35-41,100.0,"Class 'AuditStatus' with same methods, 100.0% body match",DELETE_FROM_LOGS
