domain,method,path,operation_id,summary,tags,auth_required,auth_schemes,request_schema,response_schema
incidents,POST,/hoc/api/cus/incidents/{incident_id}/export/executive-debrief,export_executive_debrief,Export executive debrief as PDF.,incidents,unknown,,,
incidents,POST,/hoc/api/cus/incidents/{incident_id}/export/soc2,export_soc2,Export SOC2-compliant bundle as PDF.,incidents,unknown,,,
incidents,GET,/hoc/api/cus/incidents/{incident_id}/learnings,get_incident_learnings,Get post-mortem learnings for an incident. Tenant-scoped.,incidents,unknown,,,LearningsResponse
incidents,GET,/hoc/api/cus/incidents/{incident_id}/proof,get_incident_proof,Get incident proof (O5). Preflight console only.,incidents,unknown,,,
integration,GET,/hoc/api/cus/integration/checkpoints,list_pending_checkpoints,List all pending human checkpoints for the tenant.,integration,unknown,,,list[CheckpointResponse]
integration,GET,/hoc/api/cus/integration/checkpoints/{checkpoint_id},get_checkpoint,Get details of a specific checkpoint.,integration,unknown,,,CheckpointResponse
integration,POST,/hoc/api/cus/integration/checkpoints/{checkpoint_id}/resolve,resolve_checkpoint,Resolve a pending checkpoint.,integration,unknown,,,
integration,GET,/hoc/api/cus/integration/graduation,get_graduation_status,Get M25 graduation status (HARDENED).,integration,unknown,,,HardenedGraduationResponse
integration,POST,/hoc/api/cus/integration/graduation/re-evaluate,trigger_graduation_re_evaluation,Trigger a re-evaluation of graduation status.,integration,unknown,,,
integration,POST,/hoc/api/cus/integration/graduation/record-view,record_timeline_view,Record a REAL timeline view for Gate 3 graduation.,integration,unknown,,,
integration,POST,/hoc/api/cus/integration/graduation/simulate/prevention,simulate_prevention,Simulate a prevention event for demo/testing purposes.,integration,unknown,,,
integration,POST,/hoc/api/cus/integration/graduation/simulate/regret,simulate_regret,Simulate a regret event for demo/testing purposes.,integration,unknown,,,
integration,POST,/hoc/api/cus/integration/graduation/simulate/timeline-view,simulate_timeline_view,Simulate viewing a prevention timeline for Gate 3.,integration,unknown,,,
integration,GET,/hoc/api/cus/integration/loop/{incident_id},get_loop_status,Get current loop status for an incident.,integration,unknown,,,LoopStatusResponse
integration,GET,/hoc/api/cus/integration/loop/{incident_id}/narrative,get_loop_narrative,Get narrative artifacts for an incident loop.,integration,unknown,,,
integration,POST,/hoc/api/cus/integration/loop/{incident_id}/retry,retry_loop_stage,Retry a failed loop stage.,integration,unknown,,,LoopStatusResponse
integration,POST,/hoc/api/cus/integration/loop/{incident_id}/revert,revert_loop,Revert all changes made by a loop.,integration,unknown,,,
integration,GET,/hoc/api/cus/integration/loop/{incident_id}/stages,get_loop_stages,Get detailed stage information for a loop.,integration,unknown,,,list[StageDetail]
integration,GET,/hoc/api/cus/integration/loop/{incident_id}/stream,stream_loop_status,SSE endpoint for live loop status updates.,integration,unknown,,,
integration,GET,/hoc/api/cus/integration/stats,get_integration_stats,Get integration loop statistics for the specified period.,integration,unknown,,,IntegrationStatsResponse
integration,GET,/hoc/api/cus/integration/timeline/{incident_id},get_prevention_timeline,Get the prevention timeline for an incident.,integration,unknown,,,PreventionTimelineResponse
integrations,GET,/hoc/api/cus/integrations,list_integrations,List all integrations for the tenant.,integrations,unknown,,,
integrations,POST,/hoc/api/cus/integrations,create_integration,Create a new LLM integration.,integrations,unknown,,,
integrations,GET,/hoc/api/cus/integrations/list,list_integrations_public,,cus-integrations-public,unknown,,,IntegrationsListResponse
integrations,GET,/hoc/api/cus/integrations/mcp-servers,list_mcp_servers,List MCP servers. Tenant-scoped.,mcp-servers,unknown,,,McpServerListResponse
integrations,POST,/hoc/api/cus/integrations/mcp-servers,register_mcp_server,Register a new MCP server. Tenant-scoped.,mcp-servers,unknown,,,McpRegistrationResponse
integrations,GET,/hoc/api/cus/integrations/mcp-servers/{server_id},get_mcp_server,Get MCP server details. Tenant-scoped.,mcp-servers,unknown,,,McpServerResponse
integrations,DELETE,/hoc/api/cus/integrations/mcp-servers/{server_id},delete_mcp_server,Delete MCP server. Tenant-scoped.,mcp-servers,unknown,,,McpDeleteResponse
integrations,POST,/hoc/api/cus/integrations/mcp-servers/{server_id}/discover,discover_mcp_tools,Discover tools from MCP server. Tenant-scoped.,mcp-servers,unknown,,,McpDiscoveryResponse
integrations,GET,/hoc/api/cus/integrations/mcp-servers/{server_id}/health,check_mcp_health,Health check MCP server. Tenant-scoped.,mcp-servers,unknown,,,McpHealthResponse
integrations,GET,/hoc/api/cus/integrations/mcp-servers/{server_id}/invocations,list_mcp_invocations,List invocations for MCP server. Tenant-scoped.,mcp-servers,unknown,,,McpInvocationListResponse
integrations,GET,/hoc/api/cus/integrations/mcp-servers/{server_id}/tools,list_mcp_tools,List tools for MCP server. Tenant-scoped.,mcp-servers,unknown,,,McpToolListResponse
integrations,POST,/hoc/api/cus/integrations/mcp-servers/{server_id}/tools/{tool_id}/invoke,invoke_mcp_tool,Invoke an MCP tool with governance. Tenant-scoped.,mcp-servers,unknown,,,McpInvokeResponse
integrations,GET,/hoc/api/cus/integrations/{integration_id},get_integration,Get full details for a specific integration.,integrations,unknown,,,
integrations,PUT,/hoc/api/cus/integrations/{integration_id},update_integration,Update an existing integration.,integrations,unknown,,,
integrations,DELETE,/hoc/api/cus/integrations/{integration_id},delete_integration,Delete an integration (soft delete).,integrations,unknown,,,
integrations,POST,/hoc/api/cus/integrations/{integration_id}/disable,disable_integration,Disable an integration.,integrations,unknown,,,
integrations,POST,/hoc/api/cus/integrations/{integration_id}/enable,enable_integration,Enable an integration.,integrations,unknown,,,
integrations,GET,/hoc/api/cus/integrations/{integration_id}/health,get_integration_health,Get current health status without running a new check.,integrations,unknown,,,
integrations,GET,/hoc/api/cus/integrations/{integration_id}/limits,get_integration_limits,Get current usage against configured limits.,integrations,unknown,,,
integrations,POST,/hoc/api/cus/integrations/{integration_id}/test,test_integration_credentials,Test integration credentials and update health status.,integrations,unknown,,,
lifecycle,GET,/hoc/api/cus/lifecycle/agents,list_agents,List agents (GAP-131).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents,create_agent,Create a new agent (GAP-131).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/agents/{agent_id},get_agent,Get a specific agent (GAP-131).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents/{agent_id}/start,start_agent,Start an agent (GAP-132).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents/{agent_id}/stop,stop_agent,Stop an agent (GAP-132).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents/{agent_id}/terminate,terminate_agent,Terminate an agent (GAP-132).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/runs,list_runs,List runs (GAP-133).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs,create_run,Create a new run (GAP-133).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/runs/{run_id},get_run,Get a specific run (GAP-133).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs/{run_id}/cancel,cancel_run,Cancel a run (GAP-136).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs/{run_id}/pause,pause_run,Pause a run (GAP-134).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs/{run_id}/resume,resume_run,Resume a paused run (GAP-135).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/summary,get_summary,Get lifecycle summary.,Lifecycle,unknown,,,"Dict[str, Any]"
limits,GET,/hoc/api/cus/limits/overrides,list_overrides,List overrides for the tenant.,limits,unknown,,,OverrideListResponse
limits,POST,/hoc/api/cus/limits/overrides,create_override,Request a temporary limit override.,limits,unknown,,,OverrideDetail
limits,GET,/hoc/api/cus/limits/overrides/{override_id},get_override,Get override by ID.,limits,unknown,,,OverrideDetail
limits,DELETE,/hoc/api/cus/limits/overrides/{override_id},cancel_override,Cancel a pending or active override.,limits,unknown,,,OverrideDetail
limits,POST,/hoc/api/cus/limits/simulate,simulate_execution,Simulate an execution against all limits.,limits,unknown,,,SimulateResponse
logs,GET,/hoc/api/cus/logs/audit,list_audit_entries,List audit entries. READ-ONLY customer facade.,logs,unknown,,,AuditLedgerResponse
logs,GET,/hoc/api/cus/logs/audit/access,get_audit_access,O3: Log access audit. READ-ONLY customer facade.,logs,unknown,,,AuditAccess
logs,GET,/hoc/api/cus/logs/audit/authorization,get_audit_authorization,O2: Authorization decisions. READ-ONLY customer facade.,logs,unknown,,,AuditAuthorization
logs,GET,/hoc/api/cus/logs/audit/exports,get_audit_exports,O5: Compliance exports. READ-ONLY customer facade.,logs,unknown,,,AuditExports
logs,GET,/hoc/api/cus/logs/audit/identity,get_audit_identity,O1: Identity lifecycle. READ-ONLY customer facade.,logs,unknown,,,AuditIdentity
logs,GET,/hoc/api/cus/logs/audit/integrity,get_audit_integrity,O4: Tamper detection. READ-ONLY customer facade.,logs,unknown,,,AuditIntegrity
logs,GET,/hoc/api/cus/logs/audit/{entry_id},get_audit_entry,Get audit entry detail. READ-ONLY customer facade.,logs,unknown,,,AuditLedgerDetailItem
logs,GET,/hoc/api/cus/logs/list,list_logs_public,,cus-logs-public,unknown,,,LogsFeedResponse
logs,GET,/hoc/api/cus/logs/llm-runs,list_llm_run_records,List LLM run records. READ-ONLY customer facade.,logs,unknown,,,LLMRunRecordsResponse
logs,GET,/hoc/api/cus/logs/llm-runs/{run_id}/envelope,get_llm_run_envelope,O1: Canonical immutable run record. READ-ONLY customer facade.,logs,unknown,,,LLMRunEnvelope
logs,GET,/hoc/api/cus/logs/llm-runs/{run_id}/export,get_llm_run_export,O5: Export information. READ-ONLY customer facade.,logs,unknown,,,LLMRunExport
logs,GET,/hoc/api/cus/logs/llm-runs/{run_id}/governance,get_llm_run_governance,O3: Policy interaction trace. READ-ONLY customer facade.,logs,unknown,,,LLMRunGovernance
logs,GET,/hoc/api/cus/logs/llm-runs/{run_id}/replay,get_llm_run_replay,O4: 60-second replay window. READ-ONLY customer facade.,logs,unknown,,,LLMRunReplay
logs,GET,/hoc/api/cus/logs/llm-runs/{run_id}/trace,get_llm_run_trace,O2: Step-by-step execution trace. READ-ONLY customer facade.,logs,unknown,,,LLMRunTrace
logs,GET,/hoc/api/cus/logs/system,list_system_records,List system records. READ-ONLY customer facade.,logs,unknown,,,SystemRecordsResponse
logs,GET,/hoc/api/cus/logs/system/audit,get_system_audit,O5: Infra attribution. READ-ONLY customer facade.,logs,unknown,,,SystemAudit
logs,GET,/hoc/api/cus/logs/system/{run_id}/events,get_system_events,O3: Infra events affecting run. READ-ONLY customer facade.,logs,unknown,,,SystemEvents
logs,GET,/hoc/api/cus/logs/system/{run_id}/replay,get_system_replay,O4: Infra replay window. READ-ONLY customer facade.,logs,unknown,,,SystemReplay
logs,GET,/hoc/api/cus/logs/system/{run_id}/snapshot,get_system_snapshot,O1: Environment baseline snapshot. READ-ONLY customer facade.,logs,unknown,,,SystemSnapshot
logs,GET,/hoc/api/cus/logs/system/{run_id}/telemetry,get_system_telemetry,O2: Telemetry stub - producer not implemented. READ-ONLY customer facade.,logs,unknown,,,TelemetryStub
memory,GET,/hoc/api/cus/memory/pins,list_pins,List memory pins for a tenant.,memory,unknown,,,MemoryPinListResponse
memory,POST,/hoc/api/cus/memory/pins,create_or_upsert_pin,Create or upsert a memory pin.,memory,unknown,,,MemoryPinResponse
memory,POST,/hoc/api/cus/memory/pins/cleanup,cleanup_expired_pins,Clean up expired memory pins.,memory,unknown,,,
memory,GET,/hoc/api/cus/memory/pins/{key},get_pin,Get a memory pin by key.,memory,unknown,,,MemoryPinResponse
memory,DELETE,/hoc/api/cus/memory/pins/{key},delete_pin,Delete a memory pin by key.,memory,unknown,,,MemoryPinDeleteResponse
monitors,GET,/hoc/api/cus/monitors,list_monitors,List monitors.,Monitors,unknown,,,"Dict[str, Any]"
monitors,POST,/hoc/api/cus/monitors,create_monitor,Create a monitor (GAP-121).,Monitors,unknown,,,"Dict[str, Any]"
monitors,GET,/hoc/api/cus/monitors/status,get_status,Get overall monitoring status (GAP-120).,Monitors,unknown,,,"Dict[str, Any]"
monitors,GET,/hoc/api/cus/monitors/{monitor_id},get_monitor,Get a specific monitor.,Monitors,unknown,,,"Dict[str, Any]"
monitors,PUT,/hoc/api/cus/monitors/{monitor_id},update_monitor,Update a monitor.,Monitors,unknown,,,"Dict[str, Any]"
monitors,DELETE,/hoc/api/cus/monitors/{monitor_id},delete_monitor,Delete a monitor.,Monitors,unknown,,,"Dict[str, Any]"
monitors,POST,/hoc/api/cus/monitors/{monitor_id}/check,run_check,Run a health check (GAP-120).,Monitors,unknown,,,"Dict[str, Any]"
monitors,GET,/hoc/api/cus/monitors/{monitor_id}/history,get_history,Get health check history.,Monitors,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications,list_notifications,List notifications for the tenant.,Notifications,unknown,,,"Dict[str, Any]"
notifications,POST,/hoc/api/cus/notifications,send_notification,Send a notification (GAP-109).,Notifications,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications/channels,list_channels,List available notification channels.,Notifications,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications/preferences,get_preferences,Get notification preferences for the current user.,Notifications,unknown,,,"Dict[str, Any]"
notifications,PUT,/hoc/api/cus/notifications/preferences,update_preferences,Update notification preferences for the current user.,Notifications,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications/{notification_id},get_notification,Get a specific notification.,Notifications,unknown,,,"Dict[str, Any]"
notifications,POST,/hoc/api/cus/notifications/{notification_id}/read,mark_as_read,Mark a notification as read.,Notifications,unknown,,,"Dict[str, Any]"
overview,GET,/hoc/api/cus/overview/costs,get_costs,Cost intelligence summary. Tenant-scoped.,overview,unknown,,,CostsResponse
overview,GET,/hoc/api/cus/overview/decisions,get_decisions,Pending decisions from incidents and policy proposals. Tenant-scoped.,overview,unknown,,,DecisionsResponse
overview,GET,/hoc/api/cus/overview/decisions/count,get_decisions_count,Decisions count by domain and priority. Tenant-scoped.,overview,unknown,,,DecisionsCountResponse
overview,GET,/hoc/api/cus/overview/highlights,get_highlights,System pulse and domain counts. Tenant-scoped.,overview,unknown,,,HighlightsResponse
overview,GET,/hoc/api/cus/overview/highlights,get_overview_highlights_public,,cus-overview-public,unknown,,,OverviewHighlightsPublicResponse
overview,GET,/hoc/api/cus/overview/recovery-stats,get_recovery_stats,Recovery statistics from incidents. Tenant-scoped.,overview,unknown,,,RecoveryStatsResponse
policies,GET,/hoc/api/cus/policies/budgets,list_budget_definitions,List budget definitions (THR-O2). Customer facade.,policies,unknown,,,BudgetsListResponse
policies,GET,/hoc/api/cus/policies/conflicts,list_policy_conflicts,Detect policy conflicts (DFT-O4). Uses PolicyConflictEngine via facade.,policies,unknown,,,ConflictsListResponse
policies,GET,/hoc/api/cus/policies/dependencies,get_policy_dependencies,Get policy dependency graph (DFT-O5). Uses PolicyDependencyEngine via facade.,policies,unknown,,,DependencyGraphResponse
policies,GET,/hoc/api/cus/policies/lessons,list_lessons,List lessons learned (O2). READ-ONLY customer facade.,policies,unknown,,,LessonsListResponse
policies,GET,/hoc/api/cus/policies/lessons/stats,get_lesson_stats,Get lesson statistics (O1). READ-ONLY customer facade.,policies,unknown,,,LessonStatsResponse
policies,GET,/hoc/api/cus/policies/lessons/{lesson_id},get_lesson_detail,Get lesson detail (O3). READ-ONLY customer facade.,policies,unknown,,,LessonDetailResponse
policies,GET,/hoc/api/cus/policies/limits,list_limits,List limits with unified query filters. READ-ONLY.,policies,unknown,,,LimitsListResponse
policies,POST,/hoc/api/cus/policies/limits,create_limit,Create a new policy limit.,policies,unknown,,,LimitDetail
policies,GET,/hoc/api/cus/policies/limits/{limit_id},get_limit_detail,Get limit detail (O3). Tenant isolation enforced.,policies,unknown,,,LimitDetailResponse
policies,PUT,/hoc/api/cus/policies/limits/{limit_id},update_limit,Update an existing policy limit.,policies,unknown,,,LimitDetail
policies,DELETE,/hoc/api/cus/policies/limits/{limit_id},delete_limit,Soft-delete a policy limit.,policies,unknown,,,
policies,GET,/hoc/api/cus/policies/limits/{limit_id}/evidence,get_limit_evidence,Get limit evidence (O4). Preflight console only.,policies,unknown,,,
policies,GET,/hoc/api/cus/policies/limits/{limit_id}/params,get_threshold_params,Get threshold parameters for a limit.,policies,unknown,,,ThresholdParamsResponse
policies,PUT,/hoc/api/cus/policies/limits/{limit_id}/params,set_threshold_params,Set threshold parameters for a limit.,policies,unknown,,,ThresholdParamsResponse
policies,GET,/hoc/api/cus/policies/list,list_policies_public,,cus-policies-public,unknown,,,PoliciesListResponse
policies,GET,/hoc/api/cus/policies/metrics,get_policy_metrics,Get policy metrics (ACT-O5). Customer facade.,policies,unknown,,,PolicyMetricsResponse
policies,GET,/hoc/api/cus/policies/requests,list_policy_requests,List pending policy requests (ACT-O3). Customer facade.,policies,unknown,,,PolicyRequestsListResponse
policies,GET,/hoc/api/cus/policies/rules,list_policy_rules,List policy rules with unified query filters. READ-ONLY.,policies,unknown,,,RulesListResponse
policies,POST,/hoc/api/cus/policies/rules,create_rule,Create a new policy rule.,policies,unknown,,,RuleDetail
policies,GET,/hoc/api/cus/policies/rules/{rule_id},get_policy_rule_detail,Get policy rule detail (O3). Tenant isolation enforced.,policies,unknown,,,PolicyRuleDetailResponse
policies,PUT,/hoc/api/cus/policies/rules/{rule_id},update_rule,Update an existing policy rule.,policies,unknown,,,RuleDetail
policies,GET,/hoc/api/cus/policies/rules/{rule_id}/evidence,get_rule_evidence,Get rule evidence (O4). Preflight console only.,policies,unknown,,,
policies,GET,/hoc/api/cus/policies/state,get_policy_state,Get policy layer state (ACT-O4). Customer facade.,policies,unknown,,,PolicyStateResponse
policies,GET,/hoc/api/cus/policies/violations,list_policy_violations,List policy violations (VIO-O1). Unified customer facade.,policies,unknown,,,ViolationsListResponse
policy,GET,/hoc/api/cus/policy/active,get_active_policies,V2 Facade: What governs execution now?,policy,unknown,,,ActivePoliciesResponse
policy,GET,/hoc/api/cus/policy/active/{policy_id},get_active_policy_detail,V2 Facade: Policy detail for cross-domain navigation.,policy,unknown,,,
policy,POST,/hoc/api/cus/policy/eval,evaluate_policy,Sandbox evaluation of policy for a skill execution.,policy,unknown,,,PolicyEvalResponse
policy,GET,/hoc/api/cus/policy/lessons,get_policy_lessons,V2 Facade: What governance emerged?,policy,unknown,,,LessonsResponse
policy,GET,/hoc/api/cus/policy/lessons/{lesson_id},get_policy_lesson_detail,V2 Facade: Lesson detail for cross-domain navigation.,policy,unknown,,,
policy,GET,/hoc/api/cus/policy/library,get_policy_library,V2 Facade: What patterns are available?,policy,unknown,,,PolicyLibraryResponse
policy,GET,/hoc/api/cus/policy/requests,list_approval_requests,List approval requests with optional filtering.,policy,unknown,,,List[ApprovalStatusResponse]
policy,POST,/hoc/api/cus/policy/requests,create_approval_request,Create a new approval request (persisted to DB).,policy,unknown,,,ApprovalRequestResponse
policy,GET,/hoc/api/cus/policy/requests/{request_id},get_approval_request,Get the current status of an approval request.,policy,unknown,,,ApprovalStatusResponse
policy,POST,/hoc/api/cus/policy/requests/{request_id}/approve,approve_request,Approve an approval request.,policy,unknown,,,ApprovalStatusResponse
policy,POST,/hoc/api/cus/policy/requests/{request_id}/reject,reject_request,Reject an approval request.,policy,unknown,,,ApprovalStatusResponse
policy,GET,/hoc/api/cus/policy/thresholds,get_policy_thresholds,V2 Facade: What limits are enforced?,policy,unknown,,,ThresholdsResponse
policy,GET,/hoc/api/cus/policy/thresholds/{threshold_id},get_policy_threshold_detail,V2 Facade: Threshold detail for cross-domain navigation.,policy,unknown,,,
policy,GET,/hoc/api/cus/policy/violations,get_policy_violations_v2,V2 Facade: What enforcement occurred?,policy,unknown,,,ViolationsResponse
policy,GET,/hoc/api/cus/policy/violations/{violation_id},get_policy_violation_detail,V2 Facade: Violation detail for cross-domain navigation.,policy,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/conflicts,list_conflicts,List policy conflicts.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/conflicts/{conflict_id}/resolve,resolve_conflict,Resolve a policy conflict.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/cooldowns,list_active_cooldowns,List all active cooldowns.,policy-layer,unknown,,,List[CooldownInfo]
policy-layer,DELETE,/hoc/api/cus/policy-layer/cooldowns/{agent_id},clear_cooldowns,Clear cooldowns for an agent.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/dependencies,get_dependency_graph,Get the policy dependency graph.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/dependencies/add,add_dependency_with_dag_check,Add a policy dependency with DAG validation.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/dependencies/dag/validate,validate_dependency_dag,Validate that policy dependencies form a valid DAG.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/dependencies/evaluation-order,get_evaluation_order,Get the topological evaluation order for policies.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/ethical-constraints,list_ethical_constraints,List all ethical constraints.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/evaluate,evaluate_action,Evaluate a proposed action against all applicable policies.,policy-layer,unknown,,,PolicyEvaluationResult
policy-layer,POST,/hoc/api/cus/policy-layer/evaluate/batch,evaluate_batch,Evaluate multiple actions in a single call.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/evaluate/context-aware,evaluate_with_context,Context-aware policy evaluation (GAP 4).,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/lessons,list_lessons,List lessons learned.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/lessons/stats,get_lesson_stats,Get lesson statistics for a tenant.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/lessons/{lesson_id},get_lesson,Get a specific lesson by ID.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/lessons/{lesson_id}/convert,convert_lesson_to_draft,Convert a lesson to a draft policy proposal.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/lessons/{lesson_id}/defer,defer_lesson,Defer a lesson until a future date.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/lessons/{lesson_id}/dismiss,dismiss_lesson,Dismiss a lesson (mark as not actionable).,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/metrics,get_policy_metrics,Get policy engine metrics for the specified time window.,policy-layer,unknown,,,PolicyMetrics
policy-layer,POST,/hoc/api/cus/policy-layer/reload,reload_policies,Hot-reload policies from database.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/risk-ceilings,list_risk_ceilings,List all risk ceilings with current values.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/risk-ceilings/{ceiling_id},get_risk_ceiling,Get a specific risk ceiling with current utilization.,policy-layer,unknown,,,
policy-layer,PATCH,/hoc/api/cus/policy-layer/risk-ceilings/{ceiling_id},update_risk_ceiling,Update a risk ceiling configuration.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/risk-ceilings/{ceiling_id}/reset,reset_risk_ceiling,Reset a risk ceiling's current value to 0.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/safety-rules,list_safety_rules,List all safety rules.,policy-layer,unknown,,,
policy-layer,PATCH,/hoc/api/cus/policy-layer/safety-rules/{rule_id},update_safety_rule,Update a safety rule configuration.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/simulate,simulate_evaluation,Simulate policy evaluation without side effects.,policy-layer,unknown,,,PolicyEvaluationResult
policy-layer,GET,/hoc/api/cus/policy-layer/state,get_policy_state,Get the current state of the policy layer.,policy-layer,unknown,,,PolicyState
policy-layer,POST,/hoc/api/cus/policy-layer/temporal-metrics/prune,prune_temporal_metrics,Prune and compact temporal metric events.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/temporal-metrics/storage-stats,get_temporal_storage_stats,Get storage statistics for temporal metrics.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/temporal-policies,list_temporal_policies,List temporal (sliding window) policies.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/temporal-policies,create_temporal_policy,Create a new temporal policy.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/temporal-policies/{policy_id}/utilization,get_temporal_utilization,Get current utilization for a temporal policy.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/versions,list_policy_versions,List all policy versions.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions,create_policy_version,Create a new policy version snapshot.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions/activate,activate_policy_version,Activate a policy version with pre-activation integrity checks.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/versions/current,get_current_version,Get the currently active policy version.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions/rollback,rollback_to_version,Rollback to a previous policy version.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions/{version_id}/check,check_version_integrity,Run integrity checks on a version without activating.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/versions/{version_id}/provenance,get_version_provenance,Get the provenance (change history) for a policy version.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/violations,list_violations,List policy violations with filtering.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/violations/{violation_id},get_violation,Get a specific violation by ID.,policy-layer,unknown,,,PolicyViolation
policy-layer,POST,/hoc/api/cus/policy-layer/violations/{violation_id}/acknowledge,acknowledge_violation,Acknowledge a violation (mark as reviewed).,policy-layer,unknown,,,
policy-proposals,GET,/hoc/api/cus/policy-proposals,list_proposals,List policy proposals (PB-S4).,"policy-proposals,pb-s4",unknown,,,ProposalListResponse
policy-proposals,GET,/hoc/api/cus/policy-proposals/stats/summary,get_proposal_stats,Get policy proposal statistics (PB-S4).,"policy-proposals,pb-s4",unknown,,,
policy-proposals,GET,/hoc/api/cus/policy-proposals/{proposal_id},get_proposal,Get detailed policy proposal by ID (PB-S4).,"policy-proposals,pb-s4",unknown,,,ProposalDetailResponse
policy-proposals,POST,/hoc/api/cus/policy-proposals/{proposal_id}/approve,approve_proposal,Approve a policy proposal (PIN-373).,"policy-proposals,pb-s4",unknown,,,ApprovalResponse
policy-proposals,POST,/hoc/api/cus/policy-proposals/{proposal_id}/reject,reject_proposal,Reject a policy proposal (PIN-373).,"policy-proposals,pb-s4",unknown,,,ApprovalResponse
policy-proposals,GET,/hoc/api/cus/policy-proposals/{proposal_id}/versions,list_proposal_versions,List all versions of a policy proposal (PB-S4).,"policy-proposals,pb-s4",unknown,,,list[VersionResponse]
predictions,GET,/hoc/api/cus/predictions,list_predictions,List prediction events (PB-S5).,"predictions,pb-s5,read-only",unknown,,,PredictionListResponse
predictions,GET,/hoc/api/cus/predictions/stats/summary,get_prediction_stats,Get prediction statistics (PB-S5).,"predictions,pb-s5,read-only",unknown,,,
