Domain,Subdomain,Topic,Topic ID,Panel ID,Panel Name,Order,Ranking Dimension,Nav Required,Filtering,Selection Mode,Read,Download,Write,Write Action,Activate,Activate Action,Action Layer,Confirmation Required,Control Set (Explicit),Visible by Default,Replay,Notes,row_uid,action_intent,candidate_capability_id,candidate_operator,candidate_adapter,cap_risk_flags,cap_confidence,cap_l2_1_aligned,mode_match,scope_match,bulk_match,authority_match,replay_match,latency_risk,binding_status,binding_notes,crosswalk_adapter,crosswalk_operator,crosswalk_layer_route,crosswalk_side_effects
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,YES,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,NO,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,YES,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,LOW,SAFE,Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,READ,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,HIGH,SAFE,High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,YES,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,YES,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,OPEN_INCIDENTS,INCIDENTS.ACTIVE_INCIDENTS.OPEN_INCIDENTS,INC-AI-OI-O2,Open Incidents List,O2,severity|created_at,NO,YES,MULTI,YES,NO,NO,,YES,ACKNOWLEDGE,GC_L,YES,"[FILTER,SORT,SELECT_MULTI,ACKNOWLEDGE,NAVIGATE]",YES,YES,List with bulk acknowledge capability,81ff29d26153,ACTIVATE:ACKNOWLEDGE,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,HIGH,QUESTIONABLE,Mode mismatch (READ vs WRITE); High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,YES,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,NO,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,YES,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,LOW,SAFE,Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O1,Incident Summary,O1,NONE,NO,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[],YES,YES,Single incident status summary,0f76ea618656,READ,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,HIGH,SAFE,High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,YES,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,NO,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,YES,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,LOW,SAFE,Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O2,Incident Timeline,O2,event_time,YES,NO,SINGLE,YES,NO,NO,,NO,,L2_1,NO,"[SORT,SELECT_SINGLE,NAVIGATE]",NO,YES,Timeline of incident events,48ada8d1e08a,READ,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,HIGH,SAFE,High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,YES,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,NO,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,YES,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,LOW,SAFE,Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
