domain,method,path,operation_id,summary,tags,auth_required,auth_schemes,request_schema,response_schema
policy,GET,/hoc/api/cus/policy/lessons,get_policy_lessons,V2 Facade: What governance emerged?,policy,unknown,,,LessonsResponse
policy,GET,/hoc/api/cus/policy/lessons/{lesson_id},get_policy_lesson_detail,V2 Facade: Lesson detail for cross-domain navigation.,policy,unknown,,,
policy,GET,/hoc/api/cus/policy/library,get_policy_library,V2 Facade: What patterns are available?,policy,unknown,,,PolicyLibraryResponse
policy,GET,/hoc/api/cus/policy/requests,list_approval_requests,List approval requests with optional filtering.,policy,unknown,,,List[ApprovalStatusResponse]
policy,POST,/hoc/api/cus/policy/requests,create_approval_request,Create a new approval request (persisted to DB).,policy,unknown,,,ApprovalRequestResponse
policy,GET,/hoc/api/cus/policy/requests/{request_id},get_approval_request,Get the current status of an approval request.,policy,unknown,,,ApprovalStatusResponse
policy,POST,/hoc/api/cus/policy/requests/{request_id}/approve,approve_request,Approve an approval request.,policy,unknown,,,ApprovalStatusResponse
policy,POST,/hoc/api/cus/policy/requests/{request_id}/reject,reject_request,Reject an approval request.,policy,unknown,,,ApprovalStatusResponse
policy,GET,/hoc/api/cus/policy/thresholds,get_policy_thresholds,V2 Facade: What limits are enforced?,policy,unknown,,,ThresholdsResponse
policy,GET,/hoc/api/cus/policy/thresholds/{threshold_id},get_policy_threshold_detail,V2 Facade: Threshold detail for cross-domain navigation.,policy,unknown,,,
policy,GET,/hoc/api/cus/policy/violations,get_policy_violations_v2,V2 Facade: What enforcement occurred?,policy,unknown,,,ViolationsResponse
policy,GET,/hoc/api/cus/policy/violations/{violation_id},get_policy_violation_detail,V2 Facade: Violation detail for cross-domain navigation.,policy,unknown,,,
rate-limits,GET,/hoc/api/cus/rate-limits,list_limits,List limits (GAP-122).,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,POST,/hoc/api/cus/rate-limits/check,check_limit,Check if a limit allows an operation.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,GET,/hoc/api/cus/rate-limits/usage,get_usage,Get current usage summary.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,GET,/hoc/api/cus/rate-limits/{limit_id},get_limit,Get a specific limit.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,PUT,/hoc/api/cus/rate-limits/{limit_id},update_limit,Update a limit configuration.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,POST,/hoc/api/cus/rate-limits/{limit_id}/reset,reset_limit,Reset a limit's usage counter.,Rate Limits,unknown,,,"Dict[str, Any]"
rbac,GET,/hoc/api/cus/rbac/audit,query_audit_logs,Query RBAC audit logs.,rbac,unknown,,,AuditResponse
rbac,POST,/hoc/api/cus/rbac/audit/cleanup,cleanup_audit_logs,Clean up old audit logs.,rbac,unknown,,,
rbac,GET,/hoc/api/cus/rbac/info,get_policy_info,Get current RBAC policy information.,rbac,unknown,,,PolicyInfoResponse
rbac,GET,/hoc/api/cus/rbac/matrix,get_permission_matrix,Get current permission matrix.,rbac,unknown,,,
rbac,POST,/hoc/api/cus/rbac/reload,reload_policies,Hot-reload RBAC policies from file.,rbac,unknown,,,ReloadResponse
replay,GET,/hoc/api/cus/replay/{incident_id}/explain/{item_id},explain_replay_item,Get detailed explanation for a single replay item.,replay,unknown,,,
replay,GET,/hoc/api/cus/replay/{incident_id}/slice,get_replay_slice,Get time-windowed replay slice of an incident.,replay,unknown,,,ReplaySliceResponse
replay,GET,/hoc/api/cus/replay/{incident_id}/summary,get_incident_summary,Get incident summary for replay context.,replay,unknown,,,IncidentSummaryResponse
replay,GET,/hoc/api/cus/replay/{incident_id}/timeline,get_replay_timeline,Get full timeline for an incident (unpaginated for scrubbing UI).,replay,unknown,,,
retrieval,POST,/hoc/api/cus/retrieval/access,access_data,Mediated data access (GAP-094).,Retrieval,unknown,,,"Dict[str, Any]"
runtime,GET,/hoc/api/cus/runtime/capabilities,get_capabilities,Get available capabilities for an agent/tenant.,runtime,unknown,,,CapabilitiesResponse
runtime,POST,/hoc/api/cus/runtime/query,query_runtime,Query runtime state.,runtime,unknown,,,QueryResponse
runtime,POST,/hoc/api/cus/runtime/replay/{run_id},replay_run,Replay a stored plan and optionally verify determinism parity.,runtime,unknown,,,ReplayResponse
runtime,GET,/hoc/api/cus/runtime/resource-contract/{resource_id},get_resource_contract,Get resource contract for a specific resource.,runtime,unknown,,,
runtime,POST,/hoc/api/cus/runtime/simulate,simulate_plan,Simulate a plan before execution.,runtime,unknown,,,SimulateResponse
runtime,GET,/hoc/api/cus/runtime/skills,list_available_skills,List all available skills.,runtime,unknown,,,SkillListResponse
runtime,GET,/hoc/api/cus/runtime/skills/{skill_id},describe_skill,Get detailed descriptor for a skill.,runtime,unknown,,,SkillDescriptorResponse
runtime,GET,/hoc/api/cus/runtime/traces,list_traces,List stored traces for a tenant.,runtime,unknown,,,
runtime,GET,/hoc/api/cus/runtime/traces/{run_id},get_trace,Get a specific trace by run ID.,runtime,unknown,,,
scheduler,GET,/hoc/api/cus/scheduler/jobs,list_jobs,List scheduled jobs.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs,create_job,Create a scheduled job (GAP-112).,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,DELETE,/hoc/api/cus/scheduler/jobs/{job_id},delete_job,Delete a scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,GET,/hoc/api/cus/scheduler/jobs/{job_id},get_job,Get a specific scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,PUT,/hoc/api/cus/scheduler/jobs/{job_id},update_job,Update a scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs/{job_id}/pause,pause_job,Pause a scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs/{job_id}/resume,resume_job,Resume a paused job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,GET,/hoc/api/cus/scheduler/jobs/{job_id}/runs,list_job_runs,List job run history.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs/{job_id}/trigger,trigger_job,Trigger a job to run immediately.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,GET,/hoc/api/cus/scheduler/runs/{run_id},get_run,Get a specific job run.,Scheduler,unknown,,,"Dict[str, Any]"
status_history,GET,/hoc/api/cus/status_history,query_status_history,Query status history with filters.,status_history,unknown,,,StatusHistoryListResponse
status_history,GET,/hoc/api/cus/status_history/download/{export_id},download_export,Download an exported file using signed URL.,status_history,unknown,,,
status_history,GET,/hoc/api/cus/status_history/entity/{entity_type}/{entity_id},get_entity_history,Get complete status history for a specific entity.,status_history,unknown,,,StatusHistoryListResponse
status_history,POST,/hoc/api/cus/status_history/export,create_export,Create an export of status history records.,status_history,unknown,,,ExportResponse
status_history,GET,/hoc/api/cus/status_history/stats,get_stats,Get statistics about status history records.,status_history,unknown,,,StatsResponse
workers,GET,/hoc/api/cus/workers,list_workers,List all available workers.,Tenants & API Keys,unknown,,,List[WorkerSummaryResponse]
workers,GET,/hoc/api/cus/workers/available,list_available_workers_for_tenant,List workers available to the current tenant with their configurations.,Tenants & API Keys,unknown,,,List[dict]
workers,GET,/hoc/api/cus/workers/business-builder/events/{run_id},get_run_events,Get all events for a run (non-streaming).,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/health,worker_health,Health check for Business Builder Worker.,Workers,unknown,,,
workers,POST,/hoc/api/cus/workers/business-builder/replay,replay_execution_endpoint,Replay a previous execution using Golden Replay (M4).,Workers,unknown,,,WorkerRunResponse
workers,POST,/hoc/api/cus/workers/business-builder/run,run_worker,Execute the Business Builder Worker.,Workers,unknown,,,WorkerRunResponse
workers,POST,/hoc/api/cus/workers/business-builder/run-streaming,run_worker_streaming,Execute the Business Builder Worker with real-time event streaming.,Workers,unknown,,,WorkerRunResponse
workers,GET,/hoc/api/cus/workers/business-builder/runs,list_runs,List recent worker runs.,Workers,unknown,,,RunListResponse
workers,DELETE,/hoc/api/cus/workers/business-builder/runs/{run_id},delete_run,Delete a run from storage.,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/runs/{run_id},get_run,Get details of a worker run.,Workers,unknown,,,WorkerRunResponse
workers,POST,/hoc/api/cus/workers/business-builder/runs/{run_id}/retry,retry_run,Retry a completed or failed run - Phase-2.5.,Workers,unknown,,,RunRetryResponse
workers,GET,/hoc/api/cus/workers/business-builder/schema/brand,get_brand_schema,Get the JSON schema for BrandRequest.,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/schema/run,get_run_schema,Get the JSON schema for WorkerRunRequest.,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/stream/{run_id},stream_run_events,Stream real-time events for a worker run via Server-Sent Events (SSE).,Workers,unknown,,,
workers,POST,/hoc/api/cus/workers/business-builder/validate-brand,validate_brand,Validate a brand schema without executing the worker.,Workers,unknown,,,BrandValidationResponse
workers,GET,/hoc/api/cus/workers/{worker_id},get_worker_details,Get detailed information about a specific worker.,Tenants & API Keys,unknown,,,WorkerDetailResponse
workers,GET,/hoc/api/cus/workers/{worker_id}/config,get_worker_config,Get the effective configuration for a worker (tenant overrides merged with defaults).,Tenants & API Keys,unknown,,,WorkerConfigResponse
workers,PUT,/hoc/api/cus/workers/{worker_id}/config,set_worker_config,Set tenant-specific configuration for a worker.,Tenants & API Keys,unknown,,,WorkerConfigResponse
