domain,layer,file,symbol,signature,called_by,calls,imports,side_effects,async,lines,docstring
controls,L5,threshold_engine,ThresholdDriverSyncProtocol.get_active_threshold_limits,get_active_threshold_limits(tenant_id: str) -> list['LimitSnapshot'],?:policy_limits_crud | ?:runner | L4:controls_handler | L5s:threshold_signals,,pydantic | threshold_driver | threshold_signals,pure,no,5,Query active threshold limits for a tenant (sync).
controls,L5,threshold_engine,ThresholdParams.coerce_decimal_to_float,coerce_decimal_to_float(v),?:policy_limits_crud | ?:runner | L4:controls_handler | L5s:threshold_signals,field_validator | float | isinstance,pydantic | threshold_driver | threshold_signals,pure,no,5,Handle Decimal input from database.
controls,L5,threshold_engine,collect_signals_from_evaluation,"collect_signals_from_evaluation(evaluation: ThresholdEvaluationResult, tenant_id: str, state: str) -> list[ThresholdSignalRecord]",?:policy_limits_crud | ?:runner | L4:controls_handler | L5s:threshold_signals,append | create_threshold_signal_record,pydantic | threshold_driver | threshold_signals,pure,no,28,Collect all signals from an evaluation result into records.
controls,L5,threshold_engine,create_threshold_signal_record,"create_threshold_signal_record(tenant_id: str, run_id: str, state: str, signal: ThresholdSignal, params_used: dict) -> ThresholdSignalRecord",?:policy_limits_crud | ?:runner | L4:controls_handler | L5s:threshold_signals,ThresholdSignalRecord | info | now,pydantic | threshold_driver | threshold_signals,pure,no,41,Create a threshold signal record for activity domain.
controls,L6,budget_enforcement_driver,BudgetEnforcementDriver.__init__,__init__(db_url: Optional[str]),L5:budget_enforcement_engine,get,sqlalchemy,pure,no,4,Initialize driver with database URL.
controls,L6,budget_enforcement_driver,BudgetEnforcementDriver._get_engine,_get_engine(),L5:budget_enforcement_engine,RuntimeError | create_engine,sqlalchemy,pure,no,7,Lazy engine creation.
controls,L6,budget_enforcement_driver,BudgetEnforcementDriver.dispose,dispose() -> None,L5:budget_enforcement_engine,dispose,sqlalchemy,pure,no,5,Dispose of the engine connection pool.
controls,L6,budget_enforcement_driver,BudgetEnforcementDriver.fetch_pending_budget_halts,"fetch_pending_budget_halts(limit: int) -> list[dict[str, Any]]",L5:budget_enforcement_engine,_get_engine | append | connect | error | execute | text,sqlalchemy,pure,no,48,Fetch runs halted for budget that don't have decision records.
controls,L6,budget_enforcement_driver,get_budget_enforcement_driver,get_budget_enforcement_driver(db_url: Optional[str]) -> BudgetEnforcementDriver,L5:budget_enforcement_engine,BudgetEnforcementDriver,sqlalchemy,pure,no,3,Get a BudgetEnforcementDriver instance.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.__init__,"__init__(failure_threshold: Optional[int], drift_threshold: Optional[float], name: str)",,get_config,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,11,
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.disable_v2,"async disable_v2(reason: str, disabled_by: str, disabled_until: Optional[datetime]) -> Tuple[bool, Optional[Incident]]",,disable_v2,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,8,Disable V2.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.enable_v2,"async enable_v2(enabled_by: str, reason: Optional[str]) -> bool",,enable_v2,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,7,Enable V2.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.get_incidents,"get_incidents(include_resolved: bool, limit: int) -> List[Incident]",,get_event_loop | get_incidents | is_running | run | run_until_complete | warning,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,16,Get incidents (runs async in sync context).
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.get_state,async get_state() -> CircuitBreakerState,,get_state,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,3,Get current state.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.is_closed,is_closed() -> bool,,is_open,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,file_io,no,3,Check if circuit breaker is closed.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.is_disabled,async is_disabled() -> bool,,is_v2_disabled,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,3,Check if V2 is disabled.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.is_open,is_open() -> bool,,is_v2_disabled_sync,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,file_io,no,10,Sync check if circuit breaker is open.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.report_drift,"async report_drift(drift_score: float, sample_count: int, details: Optional[Dict[str, Any]]) -> Optional[Incident]",,report_drift,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,8,Report drift observation.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.report_schema_error,"async report_schema_error(error_count: int, details: Optional[Dict[str, Any]]) -> Optional[Incident]",,report_schema_error,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,7,Report schema errors.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.reset,"async reset(reason: Optional[str], reset_by: Optional[str]) -> bool",,enable_v2,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,7,Reset circuit breaker.
controls,L6,circuit_breaker_async_driver,AsyncCircuitBreaker.reset_v2,"async reset_v2(reason: Optional[str], reset_by: Optional[str]) -> bool",,reset,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,7,Reset circuit breaker (alias for reset).
controls,L6,circuit_breaker_async_driver,CircuitBreakerState.to_dict,"to_dict() -> Dict[str, Any]",,isoformat,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,12,Convert to dictionary.
controls,L6,circuit_breaker_async_driver,Incident.to_dict,"to_dict() -> Dict[str, Any]",,isoformat,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,17,Convert to dictionary.
controls,L6,circuit_breaker_async_driver,_auto_recover,"async _auto_recover(session: AsyncSession, state: CostSimCBStateModel) -> None",,_build_enable_alert_payload | _enqueue_alert | _resolve_incident | info | now,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,45,Legacy auto-recover function (deprecated).
controls,L6,circuit_breaker_async_driver,_build_disable_alert_payload,"_build_disable_alert_payload(incident: Incident, disabled_until: Optional[datetime]) -> List[Dict[str, Any]]",,get_config | isoformat | lower | now,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,30,Build Alertmanager payload for disable alert.
controls,L6,circuit_breaker_async_driver,_build_enable_alert_payload,"_build_enable_alert_payload(enabled_by: str, reason: Optional[str]) -> List[Dict[str, Any]]",,get_config | isoformat | now,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,25,Build Alertmanager payload for enable/resolved alert.
controls,L6,circuit_breaker_async_driver,_enqueue_alert,"async _enqueue_alert(session: AsyncSession, alert_type: str, payload: List[Dict[str, Any]], incident_id: Optional[str]) -> None",,CostSimAlertQueueModel | add | debug | flush,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,26,Enqueue alert for reliable delivery.
controls,L6,circuit_breaker_async_driver,_get_or_create_state,"async _get_or_create_state(session: AsyncSession, lock: bool) -> CostSimCBStateModel",,CostSimCBStateModel | add | execute | first | flush | now | scalars | select | where | with_for_update,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,36,Get or create circuit breaker state row.
controls,L6,circuit_breaker_async_driver,_resolve_incident,"async _resolve_incident(session: AsyncSession, incident_id: str, resolved_by: str, resolution_notes: str) -> None",,execute | first | now | scalars | select | where,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,15,Resolve an incident.
controls,L6,circuit_breaker_async_driver,_trip,"async _trip(session: AsyncSession, state: CostSimCBStateModel, reason: str, drift_score: float, sample_count: int, details: Optional[Dict[str, Any]], severity: str, disabled_by: str, disabled_until: Optional[datetime]) -> Incident",,CostSimCBIncidentModel | Incident | _build_disable_alert_payload | _enqueue_alert | add | dumps | error | flush | get_config | get_metrics | now | record_cb_disabled | record_cb_incident | set_circuit_breaker_state | str,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,91,Trip the circuit breaker.
controls,L6,circuit_breaker_async_driver,_try_auto_recover,async _try_auto_recover(state_id: int) -> bool,,AsyncSessionLocal | _build_enable_alert_payload | _enqueue_alert | _resolve_incident | async_session_context | begin | error | execute | first | flush | get_metrics | info | now | record_auto_recovery | record_cb_enabled,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,90,Attempt auto-recovery with proper locking to avoid TOCTOU race.
controls,L6,circuit_breaker_async_driver,disable_v2,"async disable_v2(reason: str, disabled_by: str, disabled_until: Optional[datetime]) -> Tuple[bool, Optional[Incident]]",,AsyncSessionLocal | _get_or_create_state | _trip | begin,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,39,Manually disable CostSim V2.
controls,L6,circuit_breaker_async_driver,enable_v2,"async enable_v2(enabled_by: str, reason: Optional[str]) -> bool",,AsyncSessionLocal | _build_enable_alert_payload | _enqueue_alert | _get_or_create_state | _resolve_incident | begin | get_metrics | info | now | record_cb_enabled | set_circuit_breaker_state | set_consecutive_failures,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,64,Manually enable CostSim V2.
controls,L6,circuit_breaker_async_driver,get_async_circuit_breaker,get_async_circuit_breaker() -> AsyncCircuitBreaker,,AsyncCircuitBreaker,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,no,6,Get the global async circuit breaker instance.
controls,L6,circuit_breaker_async_driver,get_incidents,"async get_incidents(include_resolved: bool, limit: int) -> List[Incident]",,Incident | append | async_session_context | desc | execute | get_details | limit | order_by | scalars | select | where,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,45,Get recent incidents.
controls,L6,circuit_breaker_async_driver,get_state,async get_state() -> CircuitBreakerState,,CircuitBreakerState | _get_or_create_state | async_session_context,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,15,Get current circuit breaker state.
controls,L6,circuit_breaker_async_driver,is_v2_disabled,async is_v2_disabled(session: Optional[AsyncSession]) -> bool,,AsyncSessionLocal | _try_auto_recover | close | execute | first | get_config | limit | now | replace | scalars | select | where,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,db_write,yes,59,Check if V2 is disabled.
controls,L6,circuit_breaker_async_driver,report_drift,"async report_drift(drift_score: float, sample_count: int, details: Optional[Dict[str, Any]]) -> Optional[Incident]",,AsyncSessionLocal | _get_or_create_state | _trip | begin | get_config | get_metrics | info | now | set_consecutive_failures | warning,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,60,Report drift observation.
controls,L6,circuit_breaker_async_driver,report_schema_error,"async report_schema_error(error_count: int, details: Optional[Dict[str, Any]]) -> Optional[Incident]",,AsyncSessionLocal | _get_or_create_state | _trip | begin | get_config,__future__ | asyncio | cb_sync_wrapper | config | costsim_cb | db_async | infra | metrics | sqlalchemy,pure,yes,33,Report schema validation errors.
controls,L6,circuit_breaker_driver,CircuitBreaker.__init__,"__init__(session: Session, failure_threshold: Optional[int], drift_threshold: Optional[float], name: str)",,Path | get | getLogger | get_config | mkdir | warning,__future__ | config | db | httpx | infra | sqlmodel,pure,no,45,Initialize circuit breaker.
controls,L6,circuit_breaker_driver,CircuitBreaker._auto_recover,async _auto_recover(session: Session) -> None,,_get_or_create_state | _resolve_incident_db | _send_alert_enable | info | log_status_change | now,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,47,Auto-recover circuit breaker after TTL expires.
controls,L6,circuit_breaker_driver,CircuitBreaker._get_or_create_state,_get_or_create_state(session: Session) -> CostSimCBState,,CostSimCBState | add | exec | first | flush | hasattr | refresh | select | where | with_for_update,__future__ | config | db | httpx | infra | sqlmodel,db_write,no,31,Get or create circuit breaker state row.
controls,L6,circuit_breaker_driver,CircuitBreaker._post_alertmanager,"async _post_alertmanager(payload: List[Dict[str, Any]]) -> bool",,AsyncClient | error | get | info | post | raise_for_status | range | sleep | warning,__future__ | config | db | httpx | infra | sqlmodel,external_api,yes,44,Post alert to Alertmanager with retry logic.
controls,L6,circuit_breaker_driver,CircuitBreaker._resolve_incident_db,"_resolve_incident_db(session: Session, incident_id: str, resolved_by: str, resolution_notes: str) -> None",,exec | first | hasattr | now | select | where,__future__ | config | db | httpx | infra | sqlmodel,pure,no,23,Resolve an incident in the database.
controls,L6,circuit_breaker_driver,CircuitBreaker._save_incident_file,_save_incident_file(incident: Incident) -> None,,dump | error | open | to_dict,__future__ | config | db | httpx | infra | sqlmodel,file_io,no,8,Save incident to file (legacy backup).
controls,L6,circuit_breaker_driver,CircuitBreaker._send_alert_disable,"async _send_alert_disable(incident: Incident, disabled_until: Optional[datetime]) -> bool",,_post_alertmanager | isoformat | lower | now | warning,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,37,Send P1/P2/P3 alert when circuit breaker trips.
controls,L6,circuit_breaker_driver,CircuitBreaker._send_alert_enable,"async _send_alert_enable(enabled_by: str, reason: Optional[str]) -> bool",,_post_alertmanager | isoformat | now | warning,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,32,Send resolved alert when circuit breaker is re-enabled.
controls,L6,circuit_breaker_driver,CircuitBreaker._trip,"async _trip(session: Session, reason: str, drift_score: float, sample_count: int, details: Optional[Dict[str, Any]], severity: str, disabled_by: str, disabled_until: Optional[datetime]) -> Incident",,CostSimCBIncident | Incident | _get_or_create_state | _save_incident_file | _send_alert_disable | add | dumps | error | isoformat | log_status_change | now | str | timedelta | uuid4,__future__ | config | db | httpx | infra | sqlmodel,db_write,yes,107,Trip the circuit breaker.
controls,L6,circuit_breaker_driver,CircuitBreaker.disable_v2,"async disable_v2(reason: str, disabled_by: str, disabled_until: Optional[datetime]) -> Tuple[bool, Optional[Incident]]",,_get_or_create_state | _trip,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,42,Manually disable CostSim V2.
controls,L6,circuit_breaker_driver,CircuitBreaker.enable_v2,"async enable_v2(enabled_by: str, reason: Optional[str]) -> bool",,reset,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,18,Manually enable CostSim V2.
controls,L6,circuit_breaker_driver,CircuitBreaker.get_incidents,"get_incidents(include_resolved: bool, limit: int) -> List[Incident]",,Incident | append | cast | desc | exec | get_details | limit | order_by | select | where,__future__ | config | db | httpx | infra | sqlmodel,pure,no,46,Get recent incidents from database.
controls,L6,circuit_breaker_driver,CircuitBreaker.get_state,get_state() -> CircuitBreakerState,,CircuitBreakerState | _get_or_create_state,__future__ | config | db | httpx | infra | sqlmodel,pure,no,14,Get current circuit breaker state.
controls,L6,circuit_breaker_driver,CircuitBreaker.is_closed,is_closed() -> bool,,is_open,__future__ | config | db | httpx | infra | sqlmodel,file_io,no,3,Check if circuit breaker is closed (V2 enabled).
controls,L6,circuit_breaker_driver,CircuitBreaker.is_disabled,async is_disabled() -> bool,,_auto_recover | _get_or_create_state | now | replace,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,33,Check if V2 is disabled.
controls,L6,circuit_breaker_driver,CircuitBreaker.is_open,is_open() -> bool,,_get_or_create_state,__future__ | config | db | httpx | infra | sqlmodel,file_io,no,9,Synchronous check if circuit breaker is open (V2 disabled).
controls,L6,circuit_breaker_driver,CircuitBreaker.report_drift,"async report_drift(drift_score: float, sample_count: int, details: Optional[Dict[str, Any]]) -> Optional[Incident]",,_get_or_create_state | _trip | info | now | warning,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,54,Report drift observation.
controls,L6,circuit_breaker_driver,CircuitBreaker.report_schema_error,"async report_schema_error(error_count: int, details: Optional[Dict[str, Any]]) -> Optional[Incident]",,_trip,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,28,Report schema validation errors.
controls,L6,circuit_breaker_driver,CircuitBreaker.reset,"async reset(reason: Optional[str], reset_by: Optional[str]) -> bool",,_get_or_create_state | _resolve_incident_db | _send_alert_enable | info | log_status_change | now,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,72,Reset the circuit breaker.
controls,L6,circuit_breaker_driver,CircuitBreakerState.to_dict,"to_dict() -> Dict[str, Any]",,isoformat,__future__ | config | db | httpx | infra | sqlmodel,pure,no,12,Convert to dictionary.
controls,L6,circuit_breaker_driver,Incident.to_dict,"to_dict() -> Dict[str, Any]",,isoformat,__future__ | config | db | httpx | infra | sqlmodel,pure,no,17,Convert to dictionary.
controls,L6,circuit_breaker_driver,create_circuit_breaker,"create_circuit_breaker(session: Session, failure_threshold: Optional[int], drift_threshold: Optional[float], name: str) -> CircuitBreaker",,CircuitBreaker,__future__ | config | db | httpx | infra | sqlmodel,pure,no,27,Create CircuitBreaker with required session.
controls,L6,circuit_breaker_driver,disable_v2,"async disable_v2(session: Session, reason: str, disabled_by: str, disabled_until: Optional[datetime]) -> Tuple[bool, Optional[Incident]]",,create_circuit_breaker | disable_v2,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,13,Disable CostSim V2.
controls,L6,circuit_breaker_driver,enable_v2,"async enable_v2(session: Session, enabled_by: str, reason: Optional[str]) -> bool",,create_circuit_breaker | enable_v2,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,11,Enable CostSim V2.
controls,L6,circuit_breaker_driver,is_v2_disabled,async is_v2_disabled(session: Session) -> bool,,create_circuit_breaker | is_disabled,__future__ | config | db | httpx | infra | sqlmodel,pure,yes,4,Check if CostSim V2 is disabled.
controls,L6,killswitch_read_driver,KillswitchReadDriver.__init__,__init__(session: Optional[Session]),L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,3,Initialize driver with optional session (lazy loaded).
controls,L6,killswitch_read_driver,KillswitchReadDriver._get_active_guardrails,_get_active_guardrails(session: Session) -> List[str],L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,all | exec | hasattr | select | where,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,8,Get list of active guardrail names.
controls,L6,killswitch_read_driver,KillswitchReadDriver._get_incident_stats,"_get_incident_stats(session: Session, tenant_id: str) -> IncidentStatsDTO",L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,IncidentStatsDTO | and_ | count | desc | exec | first | limit | now | order_by | select | timedelta | where,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,27,Get incident statistics for a tenant.
controls,L6,killswitch_read_driver,KillswitchReadDriver._get_killswitch_state,"_get_killswitch_state(session: Session, tenant_id: str) -> KillswitchStateDTO",L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,KillswitchStateDTO | and_ | exec | first | select | where,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,20,Get killswitch state for a tenant.
controls,L6,killswitch_read_driver,KillswitchReadDriver._get_session,_get_session() -> Session,L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,get_session | next,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,5,Get the database session (lazy loaded).
controls,L6,killswitch_read_driver,KillswitchReadDriver.get_killswitch_status,get_killswitch_status(tenant_id: str) -> KillswitchStatusDTO,L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,KillswitchStatusDTO | ValueError | _get_active_guardrails | _get_incident_stats | _get_killswitch_state | _get_session,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,35,Get complete killswitch status for a tenant.
controls,L6,killswitch_read_driver,get_killswitch_read_driver,get_killswitch_read_driver(session: Optional[Session]) -> KillswitchReadDriver,L4:controls_bridge | L5:__init__ | L5:customer_killswitch_read_engine,KillswitchReadDriver,db | killswitch | pydantic | sqlalchemy | sqlmodel,pure,no,11,Get KillswitchReadDriver instance.
controls,L6,limits_read_driver,LimitsReadDriver.__init__,__init__(session: AsyncSession),L4:controls_bridge | L5:policies_limits_query_engine,,asyncio | policy_control_plane | sqlalchemy | time,pure,no,2,
controls,L6,limits_read_driver,LimitsReadDriver.fetch_budget_limits,"async fetch_budget_limits(tenant_id: str, scope: Optional[str], status: str, limit: int, offset: int) -> list[dict]",L4:controls_bridge | L5:policies_limits_query_engine,all | and_ | desc | execute | limit | offset | order_by | scalars | select | str | where,asyncio | policy_control_plane | sqlalchemy | time,db_write,yes,40,Fetch budget definitions for tenant.
controls,L6,limits_read_driver,LimitsReadDriver.fetch_limit_by_id,"async fetch_limit_by_id(tenant_id: str, limit_id: str) -> Optional[dict]",L4:controls_bridge | L5:policies_limits_query_engine,coalesce | count | execute | first | getattr | group_by | join | label | max | outerjoin | select | subquery | timedelta | utc_now | where,asyncio | policy_control_plane | sqlalchemy | time,db_write,yes,68,Fetch limit detail. Returns None if not found.
controls,L6,limits_read_driver,LimitsReadDriver.fetch_limits,"async fetch_limits(tenant_id: str) -> tuple[list[dict], int]",L4:controls_bridge | L5:policies_limits_query_engine,all | and_ | coalesce | count | desc | dict | endswith | execute | group_by | join | label | limit | max | nullslast | offset,asyncio | policy_control_plane | sqlalchemy | time,db_write,yes,121,Fetch limits with filters and pagination.
controls,L6,limits_read_driver,get_limits_read_driver,get_limits_read_driver(session: AsyncSession) -> LimitsReadDriver,L4:controls_bridge | L5:policies_limits_query_engine,LimitsReadDriver,asyncio | policy_control_plane | sqlalchemy | time,pure,no,3,Factory function for LimitsReadDriver.
controls,L6,override_driver,LimitOverrideService.__init__,__init__(session: AsyncSession),L4:controls_handler | L5s:override_types,,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,pure,no,2,
controls,L6,override_driver,LimitOverrideService._get_limit,"async _get_limit(tenant_id: str, limit_id: str) -> Limit",L4:controls_handler | L5s:override_types,LimitNotFoundError | and_ | execute | scalar_one_or_none | select | where,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,db_write,yes,15,Get limit by ID with tenant check.
controls,L6,override_driver,LimitOverrideService._to_response,_to_response(data: dict) -> LimitOverrideResponse,L4:controls_handler | L5s:override_types,Decimal | LimitOverrideResponse | OverrideStatus | fromisoformat | str,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,pure,no,20,Convert stored data to response.
controls,L6,override_driver,LimitOverrideService.cancel_override,"async cancel_override(tenant_id: str, override_id: str, cancelled_by: str) -> LimitOverrideResponse",L4:controls_handler | L5s:override_types,OverrideNotFoundError | OverrideValidationError | _to_response | get,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,pure,yes,16,Cancel a pending or active override.
controls,L6,override_driver,LimitOverrideService.get_override,"async get_override(tenant_id: str, override_id: str) -> LimitOverrideResponse",L4:controls_handler | L5s:override_types,OverrideNotFoundError | _to_response | get,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,pure,yes,10,Get an override by ID.
controls,L6,override_driver,LimitOverrideService.list_overrides,"async list_overrides(tenant_id: str, status: Optional[str], limit: int, offset: int) -> tuple[list[LimitOverrideResponse], int]",L4:controls_handler | L5s:override_types,_to_response | len | values,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,pure,yes,16,List overrides for a tenant.
controls,L6,override_driver,LimitOverrideService.request_override,"async request_override(tenant_id: str, request: LimitOverrideRequest, requested_by: str) -> LimitOverrideResponse",L4:controls_handler | L5s:override_types,OverrideValidationError | StackingAbuseError | _get_limit | _to_response | float | generate_uuid | isoformat | next | sum | timedelta | utc_now | values,asyncio | cross_domain | override_types | overrides | policy_control_plane | sqlalchemy | time,pure,yes,82,Request a temporary limit override.
controls,L6,policy_limits_driver,PolicyLimitsDriver.__init__,__init__(session: AsyncSession),L4:controls_bridge | L5:policy_limits_engine,,asyncio | policy_control_plane | sqlalchemy,pure,no,2,
controls,L6,policy_limits_driver,PolicyLimitsDriver.add_integrity,add_integrity(integrity: 'LimitIntegrity') -> None,L4:controls_bridge | L5:policy_limits_engine,add,asyncio | policy_control_plane | sqlalchemy,db_write,no,8,Add an integrity record to the session.
controls,L6,policy_limits_driver,PolicyLimitsDriver.add_limit,add_limit(limit: 'Limit') -> None,L4:controls_bridge | L5:policy_limits_engine,add,asyncio | policy_control_plane | sqlalchemy,db_write,no,8,Add a limit to the session.
controls,L6,policy_limits_driver,PolicyLimitsDriver.fetch_limit_by_id,"async fetch_limit_by_id(tenant_id: str, limit_id: str) -> Optional['Limit']",L4:controls_bridge | L5:policy_limits_engine,execute | scalar_one_or_none | select | where,asyncio | policy_control_plane | sqlalchemy,db_write,yes,23,Fetch a limit by ID with tenant scope.
controls,L6,policy_limits_driver,PolicyLimitsDriver.flush,async flush() -> None,L4:controls_bridge | L5:policy_limits_engine,flush,asyncio | policy_control_plane | sqlalchemy,db_write,yes,3,Flush pending changes without committing.
controls,L6,policy_limits_driver,get_policy_limits_driver,get_policy_limits_driver(session: AsyncSession) -> PolicyLimitsDriver,L4:controls_bridge | L5:policy_limits_engine,PolicyLimitsDriver,asyncio | policy_control_plane | sqlalchemy,pure,no,3,Factory function for PolicyLimitsDriver.
controls,L6,scoped_execution_driver,BoundExecutionScope.can_execute,"can_execute(action: str, incident_id: str) -> tuple[bool, str]",,is_valid,__future__,pure,no,16,Check if action can be executed within this scope.
controls,L6,scoped_execution_driver,BoundExecutionScope.consume,"consume(action: str, cost_usd: float) -> None",,append | isoformat | now,__future__,pure,no,20,Consume one execution attempt.
controls,L6,scoped_execution_driver,BoundExecutionScope.is_valid,is_valid() -> bool,,now,__future__,pure,no,11,Check if scope is still valid for execution.
controls,L6,scoped_execution_driver,BoundExecutionScope.to_dict,"to_dict() -> Dict[str, Any]",,isoformat | max,__future__,pure,no,18,Serialize scope for API response.
controls,L6,scoped_execution_driver,ScopeStore.__new__,__new__() -> 'ScopeStore',,__new__ | super,__future__,pure,no,8,
controls,L6,scoped_execution_driver,ScopeStore.cleanup_expired,cleanup_expired() -> int,,items | len | now,__future__,pure,no,7,Remove expired scopes from memory.
controls,L6,scoped_execution_driver,ScopeStore.create_scope,"create_scope(incident_id: str, allowed_actions: List[str], max_cost_usd: float, max_attempts: int, ttl_seconds: int, intent: str, target_agents: Optional[List[str]], created_by: str) -> BoundExecutionScope",,BoundExecutionScope | append | info | isoformat | now | timedelta | token_hex,__future__,pure,no,44,Create a new bound execution scope.
controls,L6,scoped_execution_driver,ScopeStore.get_scope,get_scope(scope_id: str) -> Optional[BoundExecutionScope],,get,__future__,pure,no,3,Get scope by ID.
controls,L6,scoped_execution_driver,ScopeStore.get_scopes_for_incident,get_scopes_for_incident(incident_id: str) -> List[BoundExecutionScope],,get,__future__,pure,no,4,Get all scopes for an incident.
controls,L6,scoped_execution_driver,ScopeStore.revoke_scope,revoke_scope(scope_id: str) -> bool,,get | info,__future__,pure,no,8,Revoke a scope (admin action).
