domain,layer,folder,filename,rel_path,lines,purpose,functions,fn_count,async_count,classes,cls_count,calls_l5,calls_l5_schema,calls_l6,calls_l7,cross_domain,external_deps,called_by,caller_layers,header_callers,header_allowed_imports,header_forbidden_imports,linkage_chain,disposition
analytics,L5,L5_engines,analytics_facade,backend/app/hoc/cus/analytics/L5_engines/analytics_facade.py,639,Analytics Facade - Centralized access to analytics domain operations,get_analytics_facade,1,0,ResolutionType | ScopeType | TimeWindowResult | UsageTotalsResult | UsageDataPointResult | SignalSourceResult | UsageStatisticsResult | CostTotalsResult | CostDataPointResult | CostByModelResult | CostByFeatureResult | CostStatisticsResult | TopicStatusResult | AnalyticsStatusResult | SignalAdapter | AnalyticsFacade,16,,,analytics_read_driver,,,__future__ | asyncio,?:analytics | L2:analytics | L4:analytics_handler,? + L2 + L4,app.api.analytics (L2),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L4 → THIS(L5) → L6,
analytics,L5,L5_engines,canary,backend/app/hoc/cus/analytics/L5_engines/canary.py,648,"CostSim V2 canary runner (daily validation, drift detection)",run_canary,1,1,CanarySample | CanaryRunConfig | CanaryRunner,3,,,,,,__future__ | circuit_breaker | circuit_breaker_async | config | leader | models | provenance | simulate | v2_adapter,?:__init__ | ?:test_canary,?,"systemd timer, cron","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
analytics,L5,L5_engines,config,backend/app/hoc/cus/analytics/L5_engines/config.py,169,CostSim V2 configuration and feature flags,get_config | is_v2_sandbox_enabled | is_v2_disabled_by_drift | get_commit_sha,4,0,CostSimConfig,1,,,,,,__future__ | subprocess,?:env | L3:webhook_adapter | ?:retry_policy | ?:llm_invoke_governed | ?:costsim | ?:jwt_auth | ?:__init__ | ?:console_modes | ?:flag_sync | ?:secrets,? + L2 + L3 + L4 + L5 + L5s + L6,"costsim engine, sandbox runner","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L3 → THIS(L5),
analytics,L5,L5_engines,coordinator,backend/app/hoc/cus/analytics/L5_engines/coordinator.py,565,Optimization envelope coordination,,0,0,CoordinationError | CoordinationManager,2,,,,,,audit_persistence | envelope | infra | sqlmodel,?:__init__ | ?:check_priority4_intent | ?:test_c4_s1_coordination,?,workers,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
analytics,L5,L5_engines,cost_anomaly_detector,backend/app/hoc/cus/analytics/L5_engines/cost_anomaly_detector.py,1072,Cost anomaly detection business logic (System Truth),classify_severity | run_anomaly_detection | run_anomaly_detection_with_facts | run_anomaly_detection_with_governance,4,3,AnomalyType | AnomalySeverity | DerivedCause | DetectedAnomaly | CostAnomalyDetector,5,,,cost_anomaly_driver,,,__future__ | anomaly_bridge | db | sqlmodel,?:cost_intelligence | L2:cost_intelligence | L5:detection_facade | ?:anomaly_severity | ?:facade | ?:test_category4_cost_intelligence | ?:test_m26_prevention,? + L2 + L5,"tests, future background job","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L5 → THIS(L5) → L6,
analytics,L5,L5_engines,cost_model_engine,backend/app/hoc/cus/analytics/L5_engines/cost_model_engine.py,455,Cost modeling and risk estimation domain authority (System Truth),get_skill_coefficients | estimate_step_cost | calculate_cumulative_risk | check_feasibility | classify_drift | is_significant_risk,6,0,DriftVerdict | StepCostEstimate | FeasibilityResult | DriftAnalysis,4,,,,,,,?:v2_adapter | L3:v2_adapter,? + L3,"CostSimV2Adapter (L3), simulation endpoints","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L3 → THIS(L5),
analytics,L5,L5_engines,cost_snapshots,backend/app/hoc/cus/analytics/L5_engines/cost_snapshots.py,933,Cost snapshot computation with embedded DB operations,run_hourly_snapshot_job | run_daily_snapshot_and_baseline_job,2,2,SnapshotComputer | BaselineComputer | SnapshotAnomalyDetector,3,,,,,,__future__ | asyncio | cost_snapshot_schemas,,,"workers, cost services","L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
analytics,L5,L5_engines,cost_write_engine,backend/app/hoc/cus/analytics/L5_engines/cost_write_engine.py,161,Cost write operations (L5 facade over L6 driver),,0,0,CostWriteService,1,,,cost_write_driver,,,db | sqlmodel,,,api/cost_intelligence.py,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5) → L6,
analytics,L5,L5_engines,costsim_models,backend/app/hoc/cus/analytics/L5_engines/costsim_models.py,305,"CostSim V2 data models (simulation status, results)",,0,0,V2SimulationStatus | ComparisonVerdict | V2SimulationResult | ComparisonResult | DiffResult | CanaryReport | DivergenceReport | ValidationResult,8,,,,,,__future__,,,"sandbox, canary, divergence engines","L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
analytics,L5,L5_engines,datasets,backend/app/hoc/cus/analytics/L5_engines/datasets.py,723,CostSim V2 reference datasets (validation samples),get_dataset_validator | validate_dataset | validate_all_datasets,3,2,DatasetSample | ReferenceDataset | DatasetValidator,3,,,,,,__future__ | models | random | v2_adapter,?:costsim | L2:costsim,? + L2,"canary runner, divergence engine","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 → THIS(L5),
analytics,L5,L5_engines,detection_facade,backend/app/hoc/cus/analytics/L5_engines/detection_facade.py,559,Detection Facade - Centralized access to anomaly detection operations,get_detection_facade,1,0,DetectionType | AnomalyStatus | DetectionResult | AnomalyInfo | DetectionStatusInfo | DetectionFacade,6,cost_anomaly_detector,,,,,,?:anomaly_severity | L4:analytics_handler,? + L4,"L2 detection.py API, SDK, Worker","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5) → L5,
analytics,L5,L5_engines,divergence,backend/app/hoc/cus/analytics/L5_engines/divergence.py,365,"CostSim V2 divergence reporting (delta metrics, KL divergence)",generate_divergence_report,1,1,DivergenceSample | DivergenceAnalyzer,2,,,,,,__future__ | config | models | provenance,?:costsim | ?:__init__ | L2:costsim,? + L2,"canary runner, sandbox API","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 → THIS(L5),
analytics,L5,L5_engines,envelope,backend/app/hoc/cus/analytics/L5_engines/envelope.py,436,Base optimization envelope definition,get_envelope_priority | has_higher_priority | validate_envelope | calculate_bounded_value | create_audit_record,5,0,DeltaType | EnvelopeClass | BaselineSource | EnvelopeLifecycle | RevertReason | EnvelopeTrigger | EnvelopeScope | EnvelopeBounds | EnvelopeTimebox | EnvelopeBaseline | EnvelopeAuditRecord | CoordinationDecisionType | CoordinationAuditRecord | CoordinationDecision | Envelope | EnvelopeValidationError,16,,,,,,,?:logs | L2:logs | L5:coordinator | L5:s1_retry_backoff | L5:s2_cost_smoothing | ?:s1_rollback | ?:__init__ | ?:coordinator | ?:s1_retry_backoff | ?:s2_cost_smoothing,? + L2 + L5,optimization/*,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L5 → THIS(L5),
analytics,L5,L5_engines,metrics,backend/app/hoc/cus/analytics/L5_engines/metrics.py,617,"CostSim V2 Prometheus metrics (drift detection, circuit breaker)",get_metrics | get_alert_rules,2,0,CostSimMetrics,1,,,,,,__future__ | config | prometheus_client,?:activity | ?:analytics | ?:incidents | ?:recovery | ?:recovery_ingest | ?:rbac_integration | ?:rbac_middleware | ?:tier_gating | ?:policy_command | ?:__init__,? + L2 + L3 + L4 + L5 + L6,"sandbox, canary engines","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
analytics,L5,L5_engines,pattern_detection,backend/app/hoc/cus/analytics/L5_engines/pattern_detection.py,409,Pattern detection (PB-S3) - observe → feedback → no mutation (System Truth),compute_error_signature | detect_failure_patterns | detect_cost_spikes | emit_feedback | run_pattern_detection | get_feedback_summary,6,5,,0,,,pattern_detection_driver,feedback,,db | time,,,None (DORMANT BY DESIGN),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5) → L6 + L7,
analytics,L5,L5_engines,prediction,backend/app/hoc/cus/analytics/L5_engines/prediction.py,463,Prediction generation and orchestration (advisory only),predict_failure_likelihood | predict_cost_overrun | emit_prediction | run_prediction_cycle | get_prediction_summary,5,5,,0,,,prediction_driver,prediction,,db | time,?:predictions | L2:predictions | L6:prediction_driver | ?:api | ?:prediction | ?:test_pb_s5_prediction,? + L2 + L6,predictions API (read-side),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L6 → THIS(L5) → L6 + L7,
analytics,L5,L5_engines,provenance,backend/app/hoc/cus/analytics/L5_engines/provenance.py,385,CostSim V2 provenance logging (full audit trail),compute_hash | compress_json | get_provenance_logger,3,0,ProvenanceLog | ProvenanceLogger,2,,,,,,__future__ | config | gzip,?:feedback | ?:__init__ | ?:canary | ?:divergence | ?:v2_adapter | L2:feedback | L5:canary | L5:divergence | L5:pattern_detection | L3:v2_adapter,? + L2 + L3 + L5,sandbox engine,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L3 + L5 → THIS(L5),
analytics,L5,L5_engines,s1_retry_backoff,backend/app/hoc/cus/analytics/L5_engines/s1_retry_backoff.py,148,S1 Retry backoff envelope implementation,create_s1_envelope,1,0,,0,,,,,,envelope,?:__init__ | ?:test_c3_failure_scenarios | ?:test_c3_s3_failure_matrix,?,optimization/coordinator,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
analytics,L5,L5_engines,sandbox,backend/app/hoc/cus/analytics/L5_engines/sandbox.py,307,"CostSim V2 sandbox routing (V1/V2 comparison, shadow mode)",simulate_with_sandbox | get_sandbox,2,1,SandboxResult | CostSimSandbox,2,,,,,,__future__ | circuit_breaker_async | config | models | simulate | v2_adapter,?:__init__ | ?:engine,?,cost simulation API,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
analytics,L5,L5_schemas,cost_snapshot_schemas,backend/app/hoc/cus/analytics/L5_schemas/cost_snapshot_schemas.py,243,Cost snapshot dataclasses and enums,,0,0,SnapshotType | SnapshotStatus | EntityType | CostSnapshot | SnapshotAggregate | SnapshotBaseline | AnomalyEvaluation,7,,,,,,__future__,L5:cost_snapshots | L5s:__init__,L5 + L5s,"cost_snapshot_engine, cost_snapshot_driver",stdlib only,"L6, sqlalchemy",L5 + L5s → THIS(L5),
analytics,L6,L6_drivers,analytics_read_driver,backend/app/hoc/cus/analytics/L6_drivers/analytics_read_driver.py,376,Analytics read data access operations,get_analytics_read_driver,1,0,AnalyticsReadDriver,1,,,,,,asyncio | sqlalchemy,L5:analytics_facade,L5,analytics_facade.py (L5 engine),"L7 (models), sqlalchemy","L1, L2, L3, L4, L5",L5 → THIS(L6),
analytics,L6,L6_drivers,audit_persistence,backend/app/hoc/cus/analytics/L6_drivers/audit_persistence.py,169,Optimization audit trail persistence,_now_utc | persist_audit_record,2,0,CoordinationAuditRecordDB,1,,,,,,infra | sqlmodel,L5:coordinator | ?:coordinator | ?:check_priority4_intent,? + L5,coordinator.py (L5 engine),"L6, L7 (models)","L1, L2, L3, L4, L5",? + L5 → THIS(L6),
analytics,L6,L6_drivers,cost_anomaly_driver,backend/app/hoc/cus/analytics/L6_drivers/cost_anomaly_driver.py,992,Data access for cost anomaly detection operations,get_cost_anomaly_driver,1,0,CostAnomalyDriver,1,,,,,,sqlalchemy | sqlmodel,L5:cost_anomaly_detector | L6:__init__,L5 + L6,cost_anomaly_detector.py (L5 engine),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 + L6 → THIS(L6),
analytics,L6,L6_drivers,cost_write_driver,backend/app/hoc/cus/analytics/L6_drivers/cost_write_driver.py,251,Data access for cost write operations,get_cost_write_driver,1,0,CostWriteDriver,1,,,,,,db | sqlmodel | time,L5:cost_write_engine,L5,cost_write_engine.py (L5 engine),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6),
analytics,L6,L6_drivers,leader,backend/app/hoc/cus/analytics/L6_drivers/leader.py,359,CostSim Leader Election via PostgreSQL Advisory Locks,try_acquire_leader_lock | release_leader_lock | is_lock_held | leader_election | with_leader_lock | with_canary_lock | with_alert_worker_lock | with_archiver_lock,8,8,LeaderContext,1,,,,,,__future__ | asyncio | db_async | sqlalchemy,?:__init__ | ?:alert_worker | ?:canary | ?:leader | L5:canary | ?:test_integration_real_db | ?:test_leader,? + L5,"canary.py, alert_worker.py (L5 engines)","L6, L7 (models)",,? + L5 → THIS(L6),
analytics,L6,L6_drivers,pattern_detection_driver,backend/app/hoc/cus/analytics/L6_drivers/pattern_detection_driver.py,209,Pattern detection data access operations,get_pattern_detection_driver,1,0,PatternDetectionDriver,1,,,,feedback | tenant,,asyncio | sqlalchemy,L5:pattern_detection,L5,pattern_detection.py (L5 engine),"L7 (models), sqlalchemy","L1, L2, L3, L4, L5",L5 → THIS(L6) → L7,
analytics,L6,L6_drivers,prediction_driver,backend/app/hoc/cus/analytics/L6_drivers/prediction_driver.py,319,Data access for prediction operations,get_prediction_driver,1,0,PredictionDriver,1,,,,feedback | prediction | tenant,,asyncio | sqlalchemy,L5:prediction | L6:__init__,L5 + L6,prediction.py (L5 engine),"L6, L7 (models)","L1, L2, L3, L4, L5, httpx",L5 + L6 → THIS(L6) → L7,
analytics,L6,L6_drivers,provenance_async,backend/app/hoc/cus/analytics/L6_drivers/provenance_async.py,463,CostSim V2 Provenance Logger - Async Implementation,write_provenance | write_provenance_batch | query_provenance | count_provenance | get_drift_stats | check_duplicate | compute_input_hash | backfill_v1_baseline,8,7,,0,,,,costsim_cb,,__future__ | asyncio | db_async | sqlalchemy,?:provenance_async | ?:test_integration_real_db,?,sandbox.py (L5 engine),"L6, L7 (models)",,? → THIS(L6) → L7,
api_keys,L5,L5_engines,api_keys_facade,backend/app/hoc/cus/api_keys/L5_engines/api_keys_facade.py,237,API Keys domain engine - unified entry point for API key operations,get_api_keys_facade,1,0,APIKeySummaryResult | APIKeysListResult | APIKeyDetailResult | APIKeysFacade,4,,,api_keys_facade_driver,,,__future__ | asyncio,?:aos_api_key | L5:__init__ | ?:__init__ | L4:api_keys_handler,? + L4 + L5,L2 api-keys API (aos_api_key.py),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L5 → THIS(L5) → L6,
api_keys,L5,L5_engines,keys_engine,backend/app/hoc/cus/api_keys/L5_engines/keys_engine.py,233,API Keys domain engine - business logic for key operations,get_keys_read_engine | get_keys_write_engine,2,0,KeysReadEngine | KeysWriteEngine,2,,,keys_driver,,,__future__ | sqlmodel,L3:customer_keys_adapter | L5:customer_keys_adapter,L3 + L5,"customer_keys_adapter.py (L3), runtime, gateway — NOT L2","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L3 + L5 → THIS(L5) → L6,
api_keys,L6,L6_drivers,api_keys_facade_driver,backend/app/hoc/cus/api_keys/L6_drivers/api_keys_facade_driver.py,209,API Keys Facade Driver - Pure data access for API key queries,,0,0,APIKeySnapshot | APIKeyDetailSnapshot | APIKeysFacadeDriver,3,,,,tenant,,asyncio | sqlalchemy,L5:api_keys_facade,L5,api_keys_facade.py (L5),"L6, L7 (models)",,L5 → THIS(L6) → L7,
api_keys,L6,L6_drivers,keys_driver,backend/app/hoc/cus/api_keys/L6_drivers/keys_driver.py,291,Keys Driver - Pure data access for API key engine operations,get_keys_driver,1,0,KeySnapshot | KeyUsageSnapshot | KeysDriver,3,,,,killswitch | tenant,,sqlalchemy | sqlmodel,L3:customer_keys_adapter | L5:keys_engine | L5:keys_shim,L3 + L5,keys_engine.py (L5),"L6, L7 (models)",,L3 + L5 → THIS(L6) → L7,
apis,L6,L6_drivers,keys_driver,backend/app/hoc/cus/apis/L6_drivers/keys_driver.py,196,API Keys data access operations,get_keys_driver,1,0,KeysDriver,1,,,,killswitch | tenant,,sqlalchemy | sqlmodel,L3:customer_keys_adapter | L5:keys_engine | L5:keys_shim,L3 + L5,"keys_service.py (L5 shim), customer_keys_adapter.py (L3)","L6, L7 (models)","L1, L2, L3, L4, L5",L3 + L5 → THIS(L6) → L7,
controls,L5,L5_controls,customer_killswitch_read_engine,backend/app/hoc/cus/controls/L5_controls/engines/customer_killswitch_read_engine.py,179,Customer killswitch read operations (L5 engine over L6 driver),get_customer_killswitch_read_service,1,0,KillswitchState | GuardrailInfo | IncidentStats | KillswitchStatusInfo | CustomerKillswitchReadService,5,,,,,,killswitch_read_driver | pydantic | sqlmodel,L3:customer_killswitch_adapter,L3,customer_killswitch_adapter.py (L3),"L6 (drivers only, NOT ORM models)","L1, L2, L3, L4, sqlalchemy, sqlmodel",L3 → THIS(L5),
controls,L5,L5_controls,killswitch_read_driver,backend/app/hoc/cus/controls/L5_controls/drivers/killswitch_read_driver.py,229,Data access for killswitch read operations,get_killswitch_read_driver,1,0,KillswitchStateDTO | GuardrailInfoDTO | IncidentStatsDTO | KillswitchStatusDTO | KillswitchReadDriver,5,,,,killswitch,,db | pydantic | sqlalchemy | sqlmodel,L5:customer_killswitch_read_engine | L5:__init__,L5,killswitch engines (L4),ORM models,"L1, L2, L3, L4, L5",L5 → THIS(L5) → L7,
controls,L5,L5_engines,alert_fatigue,backend/app/hoc/cus/controls/L5_engines/alert_fatigue.py,535,Alert deduplication and fatigue control (Redis-backed),get_alert_fatigue_controller | reset_alert_fatigue_controller,2,0,AlertSuppressReason | AlertRecord | TenantFatigueSettings | AlertCheckResult | AlertFatigueController,5,,,,,,,?:alert_fatigue,?,"AlertEmitter (L3), EventReactor (L5)","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
controls,L5,L5_engines,budget_enforcement_engine,backend/app/hoc/cus/controls/L5_engines/budget_enforcement_engine.py,341,Budget enforcement decision-making (domain logic),emit_budget_halt_decision | process_pending_budget_decisions,2,1,BudgetEnforcementEngine,1,,,budget_enforcement_driver,,,decisions,?:main,?,"Background tasks, API endpoints","L5, L6","L1, L2, L3",? → THIS(L5) → L6,
controls,L5,L5_engines,cb_sync_wrapper,backend/app/hoc/cus/controls/L5_engines/cb_sync_wrapper.py,169,Circuit breaker sync wrapper (thread-safe async bridge),_get_executor | _run_async_in_thread | is_v2_disabled_sync | get_state_sync | shutdown_executor,5,0,,0,,,,,,__future__ | circuit_breaker_async | futures,?:__init__ | ?:cb_sync_wrapper | ?:circuit_breaker_async | L6:circuit_breaker_async | ?:test_integration_real_db,? + L6,"sync middleware, legacy code","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L6 → THIS(L5),
controls,L5,L5_engines,controls_facade,backend/app/hoc/cus/controls/L5_engines/controls_facade.py,438,Controls Facade - Centralized access to control operations,get_controls_facade,1,0,ControlType | ControlState | ControlConfig | ControlStatusSummary | ControlsFacade,5,,,,,,,L4:controls_handler,L4,"L2 controls.py API, SDK","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L4 → THIS(L5),
controls,L5,L5_engines,cost_safety_rails,backend/app/hoc/cus/controls/L5_engines/cost_safety_rails.py,402,Cost safety rail enforcement (business rules),get_safety_rails,1,0,SafetyConfig | CostSafetyRails | SafeCostLoopOrchestrator,3,,,,,,__future__ | cost_bridges,?:test_m27_cost_loop,?,"cost services, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
controls,L5,L5_engines,decisions,backend/app/hoc/cus/controls/L5_engines/decisions.py,221,Phase-7 Decision enum and result types,allow | reject_rate_limit | reject_cost_limit | throttle | warn,5,0,Decision | ProtectionResult | AnomalySignal,3,,,,,,,?:protection_gate | ?:overview | ?:protection_dependencies | ?:workers | L2:protection_dependencies | L2:overview | L2:workers | ?:main | L5:budget_enforcement_engine | L5:overview_facade,? + L2 + L5,"AbuseProtectionProvider, protection middleware","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L5 → THIS(L5),
controls,L5,L5_engines,killswitch,backend/app/hoc/cus/controls/L5_engines/killswitch.py,262,Optimization killswitch for emergency stops (pure state logic),get_killswitch | reset_killswitch_for_testing,2,0,KillSwitchState | KillSwitchTrigger | RollbackStatus | KillSwitchEvent | KillSwitch,5,,,,,,,L3:customer_killswitch_adapter | ?:guard | ?:incidents | ?:ops | ?:replay | ?:v1_killswitch | ?:v1_proxy | L2:incidents | L2:guard | L2:replay,? + L2 + L3 + L4 + L5 + L6,"API routes, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L3 → THIS(L5),
controls,L5,L5_engines,s2_cost_smoothing,backend/app/hoc/cus/controls/L5_engines/s2_cost_smoothing.py,220,S2 Cost smoothing envelope implementation,create_s2_envelope | validate_s2_envelope | calculate_s2_bounded_value,3,0,,0,,,,,,envelope,?:__init__ | ?:test_c3_s2_cost_smoothing | ?:test_c3_s3_failure_matrix,?,optimization/coordinator,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
controls,L5,L5_engines,threshold_engine,backend/app/hoc/cus/controls/L5_engines/threshold_engine.py,708,Threshold resolution and evaluation logic (decision engine),create_threshold_signal_record | collect_signals_from_evaluation,2,0,ThresholdParams | ThresholdParamsUpdate | ThresholdSignal | ThresholdEvaluationResult | ThresholdDriverProtocol | ThresholdDriverSyncProtocol | LLMRunThresholdResolver | LLMRunEvaluator | LLMRunThresholdResolverSync | LLMRunEvaluatorSync | ThresholdSignalRecord,11,,,threshold_driver,,,pydantic,?:policy_limits_crud | L5:__init__ | L6:threshold_driver | L4:controls_handler | ?:runner,? + L4 + L5 + L6,"L3 Adapters, API routes","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L5 + L6 → THIS(L5) → L6,
controls,L5,L5_schemas,overrides,backend/app/hoc/cus/controls/L5_schemas/overrides.py,187,Limit override request/response schemas,,0,0,OverrideStatus | LimitOverrideRequest | LimitOverrideResponse | OverrideApprovalRequest | OverrideListResponse,5,,,,,,pydantic,?:override | L2:override | L6:override_driver | ?:__init__ | ?:override_service,? + L2 + L6,"api/limits/override.py, services/limits/override_service.py",None (foundational),"L1, L2, L3, L4, L5",? + L2 + L6 → THIS(L5),
controls,L5,L5_schemas,policy_limits,backend/app/hoc/cus/controls/L5_schemas/policy_limits.py,189,Policy limits request/response schemas,,0,0,LimitCategoryEnum | LimitScopeEnum | LimitEnforcementEnum | ResetPeriodEnum | CreatePolicyLimitRequest | UpdatePolicyLimitRequest | PolicyLimitResponse,7,,,,,,pydantic,?:policy_limits_crud | L2:policy_limits_crud | L5:policy_limits_engine | ?:__init__ | ?:policy_limits_service | ?:test_limit_enhancements,? + L2 + L5,"api/policies.py, services/limits/policy_limits_service.py",None (foundational),"L1, L2, L3, L4, L5",? + L2 + L5 → THIS(L5),
controls,L5,L5_schemas,simulation,backend/app/hoc/cus/controls/L5_schemas/simulation.py,216,Limit simulation request/response schemas,,0,0,SimulationDecision | MessageCode | LimitSimulationRequest | LimitCheckResult | HeadroomInfo | LimitWarning | LimitSimulationResponse,7,,,,,,pydantic,?:legacy_routes | ?:simulate | ?:interpreter | L2:simulate | L5:interpreter | ?:evaluator | ?:__init__ | ?:simulation_engine,? + L2 + L5,"api/limits/simulate.py, services/limits/simulation_service.py",None (foundational),"L1, L2, L3, L4, L5",? + L2 + L5 → THIS(L5),
controls,L6,L6_drivers,budget_enforcement_driver,backend/app/hoc/cus/controls/L6_drivers/budget_enforcement_driver.py,124,Budget enforcement data access operations,get_budget_enforcement_driver,1,0,BudgetEnforcementDriver,1,,,,,,sqlalchemy,L5:budget_enforcement_engine,L5,budget_enforcement_engine.py (L5 engine),"L7 (models), sqlalchemy","L1, L2, L3, L4, L5",L5 → THIS(L6),
controls,L6,L6_drivers,circuit_breaker,backend/app/hoc/cus/controls/L6_drivers/circuit_breaker.py,983,DB-backed circuit breaker state tracking (sync) — L6 DOES NOT COMMIT,create_circuit_breaker | is_v2_disabled | disable_v2 | enable_v2,4,3,CircuitBreakerState | Incident | CircuitBreaker,3,,,,,,__future__ | config | db | httpx | infra | sqlmodel,?:__init__ | ?:canary | ?:circuit_breaker | L5:canary | ?:check_priority5_intent | ?:test_circuit_breaker | ?:conftest,? + L5,"L5 engines (must provide session, must own transaction boundary)","L6, L7 (models)",,? + L5 → THIS(L6),
controls,L6,L6_drivers,circuit_breaker_async,backend/app/hoc/cus/controls/L6_drivers/circuit_breaker_async.py,999,Async DB-backed circuit breaker state tracking,_get_or_create_state | is_v2_disabled | _try_auto_recover | _auto_recover | get_state | report_drift | report_schema_error | disable_v2 | enable_v2 | _trip | _resolve_incident | get_incidents | _enqueue_alert | _build_disable_alert_payload | _build_enable_alert_payload | get_async_circuit_breaker,16,13,CircuitBreakerState | Incident | AsyncCircuitBreaker,3,,,,costsim_cb,,__future__ | asyncio | cb_sync_wrapper | config | db_async | infra | metrics | sqlalchemy,?:__init__ | ?:canary | ?:cb_sync_wrapper | ?:circuit_breaker_async | ?:sandbox | L5:canary | L5:sandbox | L5:cb_sync_wrapper | ?:check_priority5_intent | ?:test_circuit_breaker_async,? + L5,"sandbox.py, canary.py (L5 engines)","L6, L7 (models)",,? + L5 → THIS(L6) → L7,
controls,L6,L6_drivers,limits_read_driver,backend/app/hoc/cus/controls/L6_drivers/limits_read_driver.py,281,Read operations for limits,get_limits_read_driver,1,0,LimitsReadDriver,1,,,,policy_control_plane,,asyncio | sqlalchemy | time,L5:policies_limits_query_engine | L6:__init__,L5 + L6,L5 policies_limits_query_engine,"L7 (models), sqlalchemy","L1, L2, L3, L4, L5",L5 + L6 → THIS(L6) → L7,
controls,L6,L6_drivers,override_driver,backend/app/hoc/cus/controls/L6_drivers/override_driver.py,266,Limit override driver (PIN-LIM-05) - DB boundary crossing,,0,0,LimitOverrideServiceError | LimitNotFoundError | OverrideNotFoundError | OverrideValidationError | StackingAbuseError | LimitOverrideService,6,,overrides,,policy_control_plane,,asyncio | cross_domain | sqlalchemy | time,L2:override,L2,"L5 engines, api/limits/override.py","L6, L7 (models)","L1, L2, L3, L4, L5",L2 → THIS(L6) → L5s + L7,
controls,L6,L6_drivers,policy_limits_driver,backend/app/hoc/cus/controls/L6_drivers/policy_limits_driver.py,117,Data access for policy limits CRUD operations,get_policy_limits_driver,1,0,PolicyLimitsDriver,1,,,,policy_control_plane,,asyncio | sqlalchemy,L5:policy_limits_engine,L5,policy_limits_service.py (L5 engine),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6) → L7,
controls,L6,L6_drivers,scoped_execution,backend/app/hoc/cus/controls/L6_drivers/scoped_execution.py,696,"Pre-execution gate, scope enforcement",get_scope_store | create_recovery_scope | execute_with_scope | validate_scope_required | requires_scoped_execution | test_recovery_scope,6,4,RiskClass | ExecutionScope | ScopedExecutionResult | RecoveryAction | ScopedExecutionContext | ScopedExecutionRequired | ScopeNotFound | ScopeExhausted | ScopeExpired | ScopeActionMismatch | ScopeIncidentMismatch | BoundExecutionScope | ScopeStore,13,,,,,,__future__,?:recovery | L2:recovery | ?:scoped_execution,? + L2,"L2 APIs (recovery actions), L5 workers","L6, L7 (models)",,? + L2 → THIS(L6),
controls,L6,L6_drivers,threshold_driver,backend/app/hoc/cus/controls/L6_drivers/threshold_driver.py,380,Database operations for threshold limits,emit_threshold_signal_sync | emit_and_persist_threshold_signal,2,0,LimitSnapshot | ThresholdDriver | ThresholdDriverSync,3,threshold_engine,,run_signal_service,policy_control_plane,activity/run_signal_service,asyncio | event_emitter | sqlalchemy | sqlmodel,L6:__init__ | L5:threshold_engine | ?:runner,? + L5 + L6,threshold_engine.py (L5),"L6, L7 (models)",,? + L5 + L6 → THIS(L6) → L5 + L6 + L7,
